keyword,period,t,ma4,ma12,d_ratio,season_ok,base_ok,D,S,C,opportunity,score,news_4w,evaluable,hit4,hit8
PDRN,2024-07-22,55,7.587,8.371,0.906,True,True,False,False,True,False,,15,True,True,True
PDRN,2024-07-29,56,7.568,8.102,0.934,True,True,False,False,True,False,,24,True,True,True
PDRN,2024-08-05,57,7.743,7.96,0.973,True,True,False,False,True,False,,25,True,True,True
PDRN,2024-08-12,58,7.597,7.862,0.966,True,True,False,False,False,False,,10,True,True,True
PDRN,2024-08-19,59,7.621,7.785,0.979,True,True,False,False,False,False,,10,True,True,True
PDRN,2024-08-26,60,7.641,7.635,1.001,True,True,False,True,False,False,,2,True,True,True
PDRN,2024-09-02,61,7.731,7.591,1.018,True,True,False,True,False,False,,2,True,True,True
PDRN,2024-09-09,62,8.383,7.532,1.113,True,True,False,True,False,False,,5,True,True,True
PDRN,2024-09-16,63,8.292,7.5,1.106,True,True,False,True,False,False,,5,True,True,True
PDRN,2024-09-23,64,8.634,7.55,1.144,True,True,False,True,False,False,,4,True,True,True
PDRN,2024-09-30,65,8.664,7.627,1.136,True,True,False,True,False,False,,8,True,True,True
PDRN,2024-10-07,66,8.223,7.816,1.052,True,True,False,True,False,False,,19,True,True,True
PDRN,2024-10-14,67,8.369,7.833,1.068,True,True,False,True,True,False,,20,True,True,True
PDRN,2024-10-21,68,8.043,7.948,1.012,True,True,False,True,True,False,,26,True,True,True
PDRN,2024-10-28,69,8.186,8.046,1.017,True,True,False,True,True,False,,24,True,True,True
PDRN,2024-11-04,70,8.777,8.067,1.088,True,True,False,True,True,False,,32,True,True,True
PDRN,2024-11-11,71,9.431,8.094,1.165,True,True,False,True,True,False,,33,True,True,True
PDRN,2024-11-18,72,10.152,8.106,1.252,True,True,False,True,True,False,,32,True,True,True
PDRN,2024-11-25,73,10.402,8.194,1.269,True,True,False,True,True,False,,31,True,True,True
PDRN,2024-12-02,74,10.494,8.461,1.24,True,True,False,True,False,False,,10,True,True,True
PDRN,2024-12-09,75,10.597,8.697,1.218,True,True,False,True,False,False,,12,True,True,True
PDRN,2024-12-16,76,10.486,8.943,1.173,True,True,False,True,False,False,,13,True,True,True
PDRN,2024-12-23,77,10.283,9.084,1.132,True,True,False,True,False,False,,11,True,True,True
PDRN,2024-12-30,78,10.05,9.164,1.097,True,True,False,False,False,False,,10,True,True,True
PDRN,2025-01-06,79,10.664,9.466,1.127,True,True,False,False,False,False,,10,True,True,True
PDRN,2025-01-13,80,12.62,9.561,1.32,True,True,True,False,False,False,,13,True,True,True
PDRN,2025-01-20,81,14.067,9.624,1.462,True,True,True,True,False,True,60.0,13,True,True,True
PDRN,2025-01-27,82,15.261,9.774,1.561,True,True,True,True,False,True,60.0,13,True,True,True
PDRN,2025-02-03,83,15.979,10.231,1.562,True,True,True,True,False,True,60.0,12,True,True,False
PDRN,2025-02-10,84,15.314,11.086,1.381,True,True,True,True,False,True,50.0,16,True,True,False
PDRN,2025-02-17,85,14.932,11.584,1.289,True,True,False,True,False,False,,16,True,True,True
PDRN,2025-02-24,86,14.868,11.935,1.246,True,True,False,True,True,False,,23,True,False,True
PDRN,2025-03-03,87,14.621,12.413,1.178,True,True,False,False,True,False,,28,True,False,True
PDRN,2025-03-10,88,13.929,12.807,1.088,True,True,False,False,False,False,,17,True,True,True
PDRN,2025-03-17,89,13.533,13.094,1.034,True,True,False,False,False,False,,23,True,True,True
PDRN,2025-03-24,90,12.868,13.393,0.961,True,True,False,False,False,False,,19,True,True,True
PDRN,2025-03-31,91,12.293,13.754,0.894,True,True,False,False,False,False,,11,True,True,True
PDRN,2025-04-07,92,12.96,13.955,0.929,True,True,False,False,False,False,,10,True,True,True
PDRN,2025-04-14,93,14.07,14.177,0.992,True,True,False,False,False,False,,17,True,True,True
PDRN,2025-04-21,94,16.605,14.332,1.159,True,True,False,False,False,False,,22,True,False,False
PDRN,2025-04-28,95,16.28,14.298,1.139,True,True,False,False,False,False,,28,True,False,False
PDRN,2025-05-05,96,15.363,14.068,1.092,True,True,False,False,False,False,,27,True,False,False
PDRN,2025-05-12,97,14.83,14.178,1.046,True,True,False,False,False,False,,25,True,False,False
PDRN,2025-05-19,98,13.081,14.78,0.885,True,True,False,False,False,False,,19,True,True,True
PDRN,2025-05-26,99,13.733,14.398,0.954,True,True,False,False,False,False,,37,True,True,False
PDRN,2025-06-02,100,13.822,14.084,0.981,True,True,False,False,True,False,,39,True,True,False
PDRN,2025-06-09,101,13.025,14.144,0.921,True,True,False,False,False,False,,29,True,True,True
PDRN,2025-06-16,102,11.849,14.185,0.835,True,True,False,False,False,False,,27,True,True,True
PDRN,2025-06-23,103,13.204,14.102,0.936,True,True,False,False,False,False,,5,True,False,False
PDRN,2025-06-30,104,13.104,14.048,0.933,True,True,False,False,False,False,,4,True,False,False
PDRN,2025-07-07,105,13.058,13.975,0.934,True,True,False,False,False,False,,7,True,False,True
PDRN,2025-07-14,106,12.735,13.845,0.92,True,True,False,False,False,False,,15,True,False,True
PDRN,2025-07-21,107,10.264,14.406,0.713,True,True,False,False,False,False,,21,True,True,True
PDRN,2025-07-28,108,10.345,14.096,0.734,True,True,False,False,False,False,,20,True,True,True
PDRN,2025-08-04,109,10.581,13.638,0.776,True,True,False,False,False,False,,38,True,True,True
PDRN,2025-08-11,110,11.157,12.555,0.889,True,True,False,False,False,False,,32,True,True,True
PDRN,2025-08-18,111,11.856,12.401,0.956,True,True,False,False,False,False,,24,True,True,True
PDRN,2025-08-25,112,12.951,12.424,1.042,True,True,False,False,False,False,,34,True,True,True
PDRN,2025-09-01,113,14.075,12.222,1.152,True,True,False,False,False,False,,14,True,True,True
PDRN,2025-09-08,114,16.453,11.913,1.381,True,True,True,False,False,False,,19,True,False,False
PDRN,2025-09-15,115,16.371,11.775,1.39,True,True,True,False,False,False,,30,True,False,True
PDRN,2025-09-22,116,15.606,12.133,1.286,True,True,False,False,False,False,,24,True,False,True
PDRN,2025-09-29,117,14.702,12.571,1.169,True,True,False,False,False,False,,29,True,True,True
PDRN,2025-10-06,118,12.673,13.448,0.942,True,True,False,False,False,False,,25,True,True,True
PDRN,2025-10-13,119,12.183,12.83,0.95,True,True,False,False,False,False,,23,True,True,True
PDRN,2025-10-20,120,12.85,12.967,0.991,True,True,False,False,False,False,,21,True,True,True
PDRN,2025-10-27,121,13.821,13.119,1.053,True,True,False,False,False,False,,25,True,True,True
PDRN,2025-11-03,122,14.477,13.428,1.078,True,True,False,False,False,False,,45,True,True,True
PDRN,2025-11-10,123,36.869,13.47,2.737,True,True,True,False,True,False,,53,True,False,False
PDRN,2025-11-17,124,45.796,13.803,3.318,True,True,True,True,True,False,,64,True,False,False
PDRN,2025-11-24,125,47.11,14.199,3.318,True,True,True,True,True,False,,61,True,False,False
PDRN,2025-12-01,126,48.761,14.535,3.355,True,True,True,True,False,True,70.0,41,True,False,False
PDRN,2025-12-08,127,28.277,21.808,1.297,True,True,False,True,False,False,,44,True,False,False
PDRN,2025-12-15,128,19.707,24.751,0.796,True,True,False,True,False,False,,47,True,False,False
PDRN,2025-12-22,129,17.705,25.211,0.702,True,True,False,True,False,False,,47,True,True,True
PDRN,2025-12-29,130,15.824,25.304,0.625,True,True,False,True,False,False,,47,True,True,True
PDRN,2026-01-05,131,15.745,25.777,0.611,True,True,False,True,False,False,,30,True,True,True
PDRN,2026-01-12,132,15.806,26.118,0.605,True,True,False,True,False,False,,18,True,True,True
PDRN,2026-01-19,133,17.107,26.212,0.653,True,True,False,True,False,False,,16,True,True,False
PDRN,2026-01-26,134,17.835,26.354,0.677,True,True,False,True,False,False,,13,True,False,True
PDRN,2026-02-02,135,17.177,26.964,0.637,False,True,False,True,False,False,,16,True,True,True
PDRN,2026-02-09,136,16.652,27.103,0.614,False,True,False,True,False,False,,52,True,True,True
PDRN,2026-02-16,137,15.733,27.308,0.576,False,True,False,True,False,False,,49,True,True,True
PDRN,2026-02-23,138,15.343,27.473,0.558,False,True,False,False,False,False,,49,True,True,True
PDRN,2026-03-02,139,15.604,20.4,0.765,False,True,False,False,False,False,,59,True,True,True
PDRN,2026-03-09,140,15.014,17.388,0.863,False,True,False,False,False,False,,33,True,True,True
PDRN,2026-03-16,141,14.354,16.849,0.852,False,True,False,False,False,False,,73,True,True,True
PDRN,2026-03-23,142,19.419,16.334,1.189,True,True,False,False,True,False,,78,True,False,False
PDRN,2026-03-30,143,20.922,16.175,1.293,True,True,False,False,True,False,,78,True,False,False
PDRN,2026-04-06,144,21.304,15.824,1.346,True,True,True,False,True,False,,72,True,False,False
PDRN,2026-04-13,145,21.289,15.731,1.353,True,True,True,False,False,False,,33,True,False,False
PDRN,2026-04-20,146,15.196,17.532,0.867,False,True,False,False,False,False,,36,True,False,False
PDRN,2026-04-27,147,12.679,17.901,0.708,False,True,False,False,False,False,,32,True,False,False
PDRN,2026-05-04,148,11.926,17.657,0.675,False,True,False,False,False,False,,46,True,True,
PDRN,2026-05-11,149,11.779,17.125,0.688,False,True,False,False,False,False,,46,True,True,
PDRN,2026-05-18,150,11.561,16.653,0.694,False,True,False,False,False,False,,54,True,True,
PDRN,2026-05-25,151,11.313,16.402,0.69,False,True,False,False,False,False,,49,True,True,
PHA,2024-07-22,55,74.55,77.458,0.962,False,True,False,False,False,False,,0,True,False,False
PHA,2024-07-29,56,68.615,77.056,0.89,False,True,False,False,False,False,,0,True,False,False
PHA,2024-08-05,57,62.482,76.265,0.819,False,True,False,False,False,False,,0,True,True,False
PHA,2024-08-12,58,54.281,76.9,0.706,False,True,False,False,False,False,,0,True,True,True
PHA,2024-08-19,59,54.73,76.541,0.715,False,True,False,False,False,False,,0,True,True,True
PHA,2024-08-26,60,59.694,73.975,0.807,False,True,False,True,False,False,,0,True,False,True
PHA,2024-09-02,61,60.935,71.589,0.851,False,True,False,True,False,False,,0,True,False,True
PHA,2024-09-09,62,60.468,69.149,0.874,False,True,False,True,False,False,,0,True,False,True
PHA,2024-09-16,63,54.676,68.1,0.803,False,True,False,True,False,False,,0,True,True,True
PHA,2024-09-23,64,53.273,67.944,0.784,False,True,False,True,False,False,,0,True,True,True
PHA,2024-09-30,65,50.809,66.217,0.767,False,True,False,True,False,False,,0,True,True,True
PHA,2024-10-07,66,53.273,63.765,0.835,False,True,False,True,False,False,,0,True,True,True
PHA,2024-10-14,67,58.165,61.319,0.949,False,True,False,True,False,False,,0,True,True,True
PHA,2024-10-21,68,57.842,60.528,0.956,False,True,False,True,False,False,,0,True,True,True
PHA,2024-10-28,69,60.773,58.076,1.046,False,True,False,True,False,False,,0,True,True,True
PHA,2024-11-04,70,60.486,56.007,1.08,False,True,False,True,False,False,,0,True,True,True
PHA,2024-11-11,71,60.18,55.857,1.077,False,True,False,True,False,False,,0,True,True,True
PHA,2024-11-18,72,60.971,56.936,1.071,False,True,False,True,False,False,,0,True,True,True
PHA,2024-11-25,73,62.41,57.506,1.085,False,True,False,True,False,False,,0,True,True,False
PHA,2024-12-02,74,62.41,58.076,1.075,False,True,False,True,False,False,,0,True,False,False
PHA,2024-12-09,75,61.511,57.674,1.067,False,True,False,True,False,False,,0,True,False,False
PHA,2024-12-16,76,59.119,57.362,1.031,False,True,False,True,False,False,,0,True,True,True
PHA,2024-12-23,77,56.619,57.998,0.976,False,True,False,True,False,False,,0,True,True,True
PHA,2024-12-30,78,54.694,58.723,0.931,False,True,False,False,False,False,,0,True,False,True
PHA,2025-01-06,79,54.658,59.952,0.912,False,True,False,False,False,False,,0,True,True,True
PHA,2025-01-13,80,54.317,59.311,0.916,False,True,False,False,False,False,,0,True,True,True
PHA,2025-01-20,81,52.338,59.934,0.873,False,True,False,True,False,False,,0,True,True,True
PHA,2025-01-27,82,49.011,59.197,0.828,False,True,False,True,False,False,,0,True,True,True
PHA,2025-02-03,83,50.234,58.783,0.855,False,True,False,True,False,False,,0,True,True,True
PHA,2025-02-10,84,54.245,58.135,0.933,False,True,False,True,False,False,,1,True,True,True
PHA,2025-02-17,85,56.097,57.122,0.982,False,True,False,True,False,False,,1,True,True,True
PHA,2025-02-24,86,62.464,55.372,1.128,False,True,False,True,False,False,,2,True,True,True
PHA,2025-03-03,87,61.331,55.468,1.106,False,True,False,False,False,False,,2,True,True,True
PHA,2025-03-10,88,60.935,55.893,1.09,False,True,False,False,False,False,,1,True,True,True
PHA,2025-03-17,89,63.04,55.018,1.146,False,True,False,False,False,False,,1,True,True,False
PHA,2025-03-24,90,61.996,55.39,1.119,False,True,False,False,False,False,,0,True,True,True
PHA,2025-03-31,91,62.608,55.408,1.13,False,True,False,False,False,False,,0,True,False,True
PHA,2025-04-07,92,61.313,56.499,1.085,False,True,False,False,False,False,,0,True,False,True
PHA,2025-04-14,93,60.36,57.158,1.056,False,True,False,False,False,False,,0,True,False,True
PHA,2025-04-21,94,58.723,57.824,1.016,False,True,False,False,False,False,,0,True,True,True
PHA,2025-04-28,95,55.665,58.058,0.959,False,True,False,False,False,False,,0,True,True,True
PHA,2025-05-05,96,53.058,58.831,0.902,False,True,False,False,False,False,,0,True,True,True
PHA,2025-05-12,97,52.446,59.832,0.877,False,True,False,False,False,False,,0,True,True,True
PHA,2025-05-19,98,54.155,61.061,0.887,False,True,False,False,False,False,,0,True,True,True
PHA,2025-05-26,99,59.065,59.868,0.987,False,True,False,False,False,False,,0,True,False,True
PHA,2025-06-02,100,58.417,58.435,1.0,False,True,False,False,False,False,,0,True,True,True
PHA,2025-06-09,101,60.396,58.615,1.03,False,True,False,False,False,False,,0,True,False,False
PHA,2025-06-16,102,57.77,58.291,0.991,False,True,False,False,False,False,,0,True,True,True
PHA,2025-06-23,103,52.878,59.113,0.895,False,True,False,False,False,False,,0,True,True,True
PHA,2025-06-30,104,53.723,57.596,0.933,False,True,False,False,False,False,,0,True,True,True
PHA,2025-07-07,105,52.05,57.734,0.902,False,True,False,False,False,False,,0,True,True,True
PHA,2025-07-14,106,55.881,56.882,0.982,False,True,False,False,False,False,,0,True,False,False
PHA,2025-07-21,107,56.313,55.869,1.008,False,True,False,False,False,False,,0,True,False,False
PHA,2025-07-28,108,54.011,55.066,0.981,False,True,False,False,False,False,,0,True,True,True
PHA,2025-08-04,109,52.662,54.964,0.958,False,True,False,False,False,False,,0,True,True,False
PHA,2025-08-11,110,48.201,55.935,0.862,False,True,False,False,False,False,,0,True,True,True
PHA,2025-08-18,111,49.802,56.085,0.888,False,True,False,False,False,False,,0,True,True,False
PHA,2025-08-25,112,52.572,55.384,0.949,False,True,False,False,False,False,,0,True,False,False
PHA,2025-09-01,113,51.475,55.036,0.935,False,True,False,False,False,False,,0,True,False,False
PHA,2025-09-08,114,51.403,53.951,0.953,False,True,False,False,False,False,,0,True,False,False
PHA,2025-09-15,115,48.903,52.998,0.923,False,True,False,False,False,False,,0,True,False,False
PHA,2025-09-22,116,46.421,53.435,0.869,False,True,False,False,False,False,,0,True,False,True
PHA,2025-09-29,117,43.255,52.062,0.831,False,True,False,False,False,False,,0,True,True,True
PHA,2025-10-06,118,38.633,51.829,0.745,False,True,False,False,False,False,,0,True,True,True
PHA,2025-10-13,119,39.353,51.673,0.762,False,True,False,False,False,False,,0,True,True,True
PHA,2025-10-20,120,39.874,51.001,0.782,False,True,False,False,False,False,,0,True,True,True
PHA,2025-10-27,121,41.511,49.131,0.845,False,True,False,False,False,False,,0,True,True,True
PHA,2025-11-03,122,47.716,46.079,1.036,False,True,False,False,False,False,,0,True,True,True
PHA,2025-11-10,123,47.014,46.019,1.022,False,True,False,False,False,False,,0,True,True,True
PHA,2025-11-17,124,47.266,46.289,1.021,False,True,False,True,False,False,,0,True,True,True
PHA,2025-11-24,125,49.712,45.414,1.095,False,True,False,True,False,False,,0,True,True,True
PHA,2025-12-01,126,49.766,45.917,1.084,False,True,False,True,False,False,,0,True,False,True
PHA,2025-12-08,127,53.993,45.09,1.197,False,True,False,True,False,False,,0,True,False,False
PHA,2025-12-15,128,52.212,44.52,1.173,False,True,False,True,False,False,,0,True,False,True
PHA,2025-12-22,129,48.957,44.826,1.092,False,True,False,True,False,False,,0,True,True,True
PHA,2025-12-29,130,43.597,45.372,0.961,False,True,False,True,False,False,,0,True,True,True
PHA,2026-01-05,131,39.838,46.787,0.851,False,True,False,True,False,False,,0,True,True,True
PHA,2026-01-12,132,43.867,46.451,0.944,False,True,False,True,False,False,,1,True,True,True
PHA,2026-01-19,133,48.435,46.727,1.037,False,True,False,True,False,False,,1,True,True,True
PHA,2026-01-26,134,52.806,47.026,1.123,False,True,False,True,False,False,,1,True,False,False
PHA,2026-02-02,135,54.083,46.948,1.152,False,True,False,True,False,False,,1,True,False,False
PHA,2026-02-09,136,50.396,47.782,1.055,False,True,False,True,False,False,,0,True,False,True
PHA,2026-02-16,137,44.766,49.035,0.913,False,True,False,True,False,False,,0,True,True,True
PHA,2026-02-23,138,42.86,48.723,0.88,False,True,False,False,False,False,,0,True,True,True
PHA,2026-03-02,139,39.766,49.305,0.807,False,True,False,False,False,False,,0,True,True,True
PHA,2026-03-09,140,40.845,48.825,0.837,False,True,False,False,False,False,,0,True,True,True
PHA,2026-03-16,141,44.029,47.386,0.929,False,True,False,False,False,False,,0,True,True,True
PHA,2026-03-23,142,45.917,46.421,0.989,False,True,False,False,False,False,,0,True,True,True
PHA,2026-03-30,143,50.809,44.562,1.14,False,True,False,False,False,False,,0,True,True,True
PHA,2026-04-06,144,53.471,45.036,1.187,False,True,False,False,False,False,,0,True,False,False
PHA,2026-04-13,145,54.982,45.743,1.202,False,True,False,False,False,False,,0,True,False,False
PHA,2026-04-20,146,53.525,47.194,1.134,False,True,False,False,False,False,,0,True,False,False
PHA,2026-04-27,147,49.874,48.219,1.034,False,True,False,False,False,False,,0,True,True,False
PHA,2026-05-04,148,46.709,48.237,0.968,False,True,False,False,False,False,,0,True,True,
PHA,2026-05-11,149,44.46,47.926,0.928,False,True,False,False,False,False,,0,True,True,
PHA,2026-05-18,150,45.899,47.434,0.968,False,True,False,False,True,False,,6,True,True,
PHA,2026-05-25,151,47.14,46.817,1.007,False,True,False,False,True,False,,7,True,False,
각질 제거,2024-07-22,55,52.149,64.278,0.811,False,True,False,False,False,False,,0,True,True,True
각질 제거,2024-07-29,56,51.667,63.18,0.818,False,True,False,False,False,False,,0,True,True,True
각질 제거,2024-08-05,57,51.495,62.095,0.829,False,True,False,False,False,False,,0,True,True,True
각질 제거,2024-08-12,58,54.013,61.722,0.875,False,True,False,False,False,False,,1,True,True,True
각질 제거,2024-08-19,59,58.267,60.854,0.957,False,True,False,False,False,False,,1,True,True,True
각질 제거,2024-08-26,60,59.943,59.654,1.005,False,True,False,True,False,False,,2,True,True,True
각질 제거,2024-09-02,61,62.032,58.563,1.059,False,True,False,True,False,False,,2,True,False,False
각질 제거,2024-09-09,62,58.774,58.328,1.008,False,True,False,True,False,False,,1,True,True,True
각질 제거,2024-09-16,63,54.795,58.262,0.941,False,True,False,True,False,False,,1,True,True,True
각질 제거,2024-09-23,64,54.392,57.431,0.947,False,True,False,True,False,False,,0,True,True,True
각질 제거,2024-09-30,65,54.976,56.935,0.966,False,True,False,True,False,False,,0,True,True,True
각질 제거,2024-10-07,66,57.64,55.804,1.033,False,True,False,True,False,False,,0,True,True,True
각질 제거,2024-10-14,67,58.474,55.07,1.062,False,True,False,True,True,False,,5,True,True,True
각질 제거,2024-10-21,68,57.451,55.334,1.038,False,True,False,True,True,False,,5,True,True,True
각질 제거,2024-10-28,69,56.497,56.168,1.006,False,True,False,True,True,False,,5,True,True,True
각질 제거,2024-11-04,70,57.219,56.809,1.007,False,True,False,True,True,False,,7,True,True,True
각질 제거,2024-11-11,71,58.13,57.179,1.017,False,True,False,True,False,False,,3,True,True,True
각질 제거,2024-11-18,72,60.777,57.262,1.061,False,True,False,True,False,False,,4,True,True,True
각질 제거,2024-11-25,73,61.628,57.835,1.066,False,True,False,True,False,False,,4,True,True,True
각질 제거,2024-12-02,74,64.438,57.878,1.113,False,True,False,True,False,False,,2,True,True,True
각질 제거,2024-12-09,75,71.631,57.133,1.254,False,True,False,True,False,False,,1,True,True,True
각질 제거,2024-12-16,76,76.186,57.54,1.324,False,True,False,True,False,False,,0,True,False,False
각질 제거,2024-12-23,77,77.638,57.7,1.346,False,True,False,True,False,False,,0,True,False,False
각질 제거,2024-12-30,78,74.751,59.766,1.251,False,True,False,False,False,False,,0,True,False,False
각질 제거,2025-01-06,79,69.371,62.745,1.106,False,True,False,False,False,False,,1,True,False,False
각질 제거,2025-01-13,80,65.246,64.805,1.007,False,True,False,False,False,False,,1,True,True,True
각질 제거,2025-01-20,81,61.026,65.254,0.935,False,True,False,True,False,False,,1,True,True,True
각질 제거,2025-01-27,82,60.373,65.469,0.922,False,True,False,True,False,False,,1,True,True,True
각질 제거,2025-02-03,83,61.585,66.377,0.928,False,True,False,True,False,False,,0,True,True,False
각질 제거,2025-02-10,84,61.421,67.403,0.911,False,True,False,True,False,False,,0,True,True,False
각질 제거,2025-02-17,85,65.194,66.764,0.976,False,True,False,True,False,False,,0,True,False,False
각질 제거,2025-02-24,86,65.495,66.521,0.985,False,True,False,True,False,False,,0,True,False,False
각질 제거,2025-03-03,87,60.992,67.529,0.903,False,True,False,False,False,False,,0,True,False,False
각질 제거,2025-03-10,88,56.463,67.618,0.835,False,True,False,False,False,False,,0,True,False,False
각질 제거,2025-03-17,89,52.123,67.953,0.767,False,True,False,False,False,False,,0,True,False,False
각질 제거,2025-03-24,90,47.198,66.873,0.706,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-03-31,91,45.952,63.982,0.718,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-04-07,92,45.84,61.043,0.751,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-04-14,93,44.723,59.448,0.752,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-04-21,94,44.165,57.689,0.766,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-04-28,95,42.944,56.176,0.764,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-05-05,96,43.004,54.575,0.788,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-05-12,97,42.463,54.013,0.786,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-05-19,98,42.523,52.286,0.813,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-05-26,99,42.704,49.963,0.855,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-06-02,100,43.254,48.436,0.893,False,True,False,False,False,False,,0,True,False,False
각질 제거,2025-06-09,101,44.139,46.436,0.951,False,True,False,False,False,False,,0,True,False,False
각질 제거,2025-06-16,102,42.764,44.629,0.958,False,True,False,False,False,False,,0,True,False,False
각질 제거,2025-06-23,103,41.38,43.867,0.943,False,True,False,False,False,False,,0,True,False,False
각질 제거,2025-06-30,104,38.209,44.033,0.868,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-07-07,105,36.25,43.775,0.828,False,True,False,False,False,False,,2,True,True,True
각질 제거,2025-07-14,106,35.596,43.151,0.825,False,True,False,False,False,False,,2,True,True,True
각질 제거,2025-07-21,107,35.897,42.343,0.848,False,True,False,False,False,False,,3,True,True,True
각질 제거,2025-07-28,108,36.275,41.489,0.874,False,True,False,False,False,False,,3,True,True,True
각질 제거,2025-08-04,109,35.863,40.95,0.876,False,True,False,False,False,False,,2,True,True,True
각질 제거,2025-08-11,110,36.714,40.294,0.911,False,True,False,False,True,False,,4,True,True,False
각질 제거,2025-08-18,111,35.837,39.994,0.896,False,True,False,False,False,False,,3,True,True,False
각질 제거,2025-08-25,112,35.648,39.246,0.908,False,True,False,False,False,False,,3,True,False,False
각질 제거,2025-09-01,113,35.278,38.75,0.91,False,True,False,False,False,False,,2,True,False,False
각질 제거,2025-09-08,114,34.393,38.358,0.897,False,True,False,False,False,False,,0,True,False,True
각질 제거,2025-09-15,115,33.499,37.705,0.888,False,True,False,False,False,False,,0,True,False,True
각질 제거,2025-09-22,116,31.91,36.711,0.869,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-09-29,117,29.667,35.797,0.829,False,True,False,False,False,False,,0,True,True,True
각질 제거,2025-10-06,118,29.271,35.568,0.823,False,True,False,False,False,False,,1,True,True,True
각질 제거,2025-10-13,119,28.635,35.078,0.816,False,True,False,False,False,False,,1,True,True,True
각질 제거,2025-10-20,120,29.117,34.611,0.841,False,True,False,False,False,False,,1,True,True,True
각질 제거,2025-10-27,121,31.97,33.603,0.951,False,True,False,False,False,False,,2,True,True,True
각질 제거,2025-11-03,122,33.577,33.459,1.004,False,True,False,False,False,False,,2,True,True,True
각질 제거,2025-11-10,123,35.76,32.657,1.095,False,True,False,False,False,False,,2,True,True,True
각질 제거,2025-11-17,124,37.882,32.225,1.176,False,True,False,True,True,False,,5,True,True,True
각질 제거,2025-11-24,125,38.63,32.305,1.196,False,True,False,True,True,False,,4,True,True,True
각질 제거,2025-12-01,126,40.856,32.414,1.26,False,True,False,True,False,False,,3,True,True,True
각질 제거,2025-12-08,127,41.776,32.631,1.28,False,True,False,True,False,False,,3,True,True,True
각질 제거,2025-12-15,128,41.535,32.97,1.26,False,True,False,True,False,False,,0,True,True,True
각질 제거,2025-12-22,129,40.959,33.422,1.226,False,True,False,True,False,False,,0,True,True,True
각질 제거,2025-12-29,130,40.177,34.568,1.162,False,True,False,True,False,False,,0,True,True,True
각질 제거,2026-01-05,131,40.976,35.39,1.158,False,True,False,True,False,False,,0,True,True,False
각질 제거,2026-01-12,132,41.165,36.178,1.138,False,True,False,True,False,False,,1,True,True,False
각질 제거,2026-01-19,133,42.876,37.186,1.153,False,True,False,True,False,False,,2,True,False,False
각질 제거,2026-01-26,134,43.89,38.203,1.149,False,True,False,True,False,False,,2,True,False,False
각질 제거,2026-02-02,135,42.678,39.504,1.08,False,True,False,True,False,False,,2,True,False,False
각질 제거,2026-02-09,136,39.524,40.194,0.983,False,True,False,True,False,False,,1,True,False,False
각질 제거,2026-02-16,137,35.184,40.822,0.862,False,True,False,True,False,False,,0,True,False,False
각질 제거,2026-02-23,138,29.77,41.641,0.715,False,True,False,False,False,False,,0,True,False,False
각질 제거,2026-03-02,139,25.748,41.81,0.616,False,True,False,False,False,False,,1,True,True,True
각질 제거,2026-03-09,140,24.966,40.741,0.613,False,True,False,False,False,False,,1,True,True,True
각질 제거,2026-03-16,141,24.974,39.673,0.63,False,True,False,False,False,False,,1,True,True,True
각질 제거,2026-03-23,142,25.103,37.945,0.662,False,True,False,False,False,False,,1,True,True,True
각질 제거,2026-03-30,143,24.63,36.467,0.675,False,True,False,False,False,False,,0,True,True,True
각질 제거,2026-04-06,144,24.106,35.218,0.684,False,True,False,False,False,False,,0,True,True,True
각질 제거,2026-04-13,145,23.797,34.345,0.693,False,True,False,False,False,False,,0,True,True,True
각질 제거,2026-04-20,146,24.175,32.921,0.734,False,True,False,False,False,False,,0,True,True,False
각질 제거,2026-04-27,147,24.802,31.019,0.8,False,True,False,False,False,False,,0,True,True,False
각질 제거,2026-05-04,148,25.404,29.532,0.86,False,True,False,False,False,False,,0,True,False,
각질 제거,2026-05-11,149,24.914,27.985,0.89,False,True,False,False,False,False,,0,True,False,
각질 제거,2026-05-18,150,23.479,26.349,0.891,False,True,False,False,False,False,,0,True,False,
각질 제거,2026-05-25,151,22.748,25.06,0.908,False,True,False,False,False,False,,1,True,False,
갈락토미세스,2024-07-22,55,53.297,66.409,0.803,False,True,False,False,False,False,,0,True,True,True
갈락토미세스,2024-07-29,56,50.05,65.826,0.76,False,True,False,False,False,False,,0,True,True,True
갈락토미세스,2024-08-05,57,48.551,64.594,0.752,False,True,False,False,False,False,,0,True,True,True
갈락토미세스,2024-08-12,58,50.05,63.803,0.784,False,True,False,False,False,False,,0,True,True,True
갈락토미세스,2024-08-19,59,50.125,63.004,0.796,False,True,False,False,False,False,,0,True,True,True
