keyword,period,ratio
세럼 파운데이션,2026-02-16,37.30719
세럼 파운데이션,2026-02-23,33.48329
세럼 파운데이션,2026-03-02,33.29048
세럼 파운데이션,2026-03-09,36.88946
세럼 파운데이션,2026-03-16,27.92416
세럼 파운데이션,2026-03-23,24.06812
세럼 파운데이션,2026-03-30,29.62724
세럼 파운데이션,2026-04-06,36.11825
세럼 파운데이션,2026-04-13,31.3946
세럼 파운데이션,2026-04-20,33.48329
세럼 파운데이션,2026-04-27,25.93187
세럼 파운데이션,2026-05-04,25.0
세럼 파운데이션,2026-05-11,21.56169
세럼 파운데이션,2026-05-18,15.13496
세럼 파운데이션,2026-05-25,11.37532
세럼 파운데이션,2026-06-01,6.90874
세럼 파운데이션,2026-06-08,7.13367
세럼 파운데이션,2026-06-15,7.71208
세럼 파운데이션,2026-06-22,4.88431
속건조,2023-07-03,23.69186
속건조,2023-07-10,20.49418
속건조,2023-07-17,25.0
속건조,2023-07-24,25.36337
속건조,2023-07-31,25.36337
속건조,2023-08-07,24.27325
속건조,2023-08-14,24.34593
속건조,2023-08-21,27.39825
속건조,2023-08-28,35.68313
속건조,2023-09-04,41.71511
속건조,2023-09-11,36.3372
속건조,2023-09-18,39.60755
속건조,2023-09-25,33.13953
속건조,2023-10-02,79.14244
속건조,2023-10-09,70.42151
속건조,2023-10-16,77.18023
속건조,2023-10-23,59.73837
속건조,2023-10-30,50.94476
속건조,2023-11-06,72.09302
속건조,2023-11-13,100.0
속건조,2023-11-20,77.61627
속건조,2023-11-27,79.36046
속건조,2023-12-04,67.44186
속건조,2023-12-11,43.1686
속건조,2023-12-18,66.56976
속건조,2023-12-25,55.52325
속건조,2024-01-01,63.22674
속건조,2024-01-08,66.27906
속건조,2024-01-15,69.76744
속건조,2024-01-22,78.41569
속건조,2024-01-29,78.125
속건조,2024-02-05,51.88953
속건조,2024-02-12,56.39534
속건조,2024-02-19,47.74709
속건조,2024-02-26,66.86046
속건조,2024-03-04,83.13953
속건조,2024-03-11,72.31104
속건조,2024-03-18,64.09883
속건조,2024-03-25,47.67441
속건조,2024-04-01,48.47383
속건조,2024-04-08,54.65116
속건조,2024-04-15,46.875
속건조,2024-04-22,43.82267
속건조,2024-04-29,36.6279
속건조,2024-05-06,34.30232
속건조,2024-05-13,48.32848
속건조,2024-05-20,38.95348
속건조,2024-05-27,43.96802
속건조,2024-06-03,41.71511
속건조,2024-06-10,38.00872
속건조,2024-06-17,34.15697
속건조,2024-06-24,35.46511
속건조,2024-07-01,24.85465
속건조,2024-07-08,24.7093
속건조,2024-07-15,25.21802
속건조,2024-07-22,29.79651
속건조,2024-07-29,27.47093
속건조,2024-08-05,26.01744
속건조,2024-08-12,31.75872
속건조,2024-08-19,29.94186
속건조,2024-08-26,34.81104
속건조,2024-09-02,44.98546
속건조,2024-09-09,29.50581
속건조,2024-09-16,28.63372
속건조,2024-09-23,43.67732
속건조,2024-09-30,65.91569
속건조,2024-10-07,61.6279
속건조,2024-10-14,43.96802
속건조,2024-10-21,54.72383
속건조,2024-10-28,52.5436
속건조,2024-11-04,78.56104
속건조,2024-11-11,62.42732
속건조,2024-11-18,75.36337
속건조,2024-11-25,63.51744
속건조,2024-12-02,66.78779
속건조,2024-12-09,68.09593
속건조,2024-12-16,60.24709
속건조,2024-12-23,53.27034
속건조,2024-12-30,55.23255
속건조,2025-01-06,56.25
속건조,2025-01-13,58.72093
속건조,2025-01-20,51.52616
속건조,2025-01-27,47.74709
속건조,2025-02-03,61.84593
속건조,2025-02-10,61.40988
속건조,2025-02-17,59.88372
속건조,2025-02-24,54.57848
속건조,2025-03-03,48.90988
속건조,2025-03-10,49.63662
속건조,2025-03-17,54.21511
속건조,2025-03-24,45.85755
속건조,2025-03-31,50.72674
속건조,2025-04-07,48.8372
속건조,2025-04-14,40.11627
속건조,2025-04-21,33.43023
속건조,2025-04-28,48.32848
속건조,2025-05-05,40.625
속건조,2025-05-12,33.43023
속건조,2025-05-19,28.05232
속건조,2025-05-26,35.39244
속건조,2025-06-02,34.88372
속건조,2025-06-09,31.46802
속건조,2025-06-16,27.18023
속건조,2025-06-23,23.98255
속건조,2025-06-30,22.52906
속건조,2025-07-07,22.81976
속건조,2025-07-14,17.95058
속건조,2025-07-21,18.67732
속건조,2025-07-28,20.42151
속건조,2025-08-04,19.91279
속건조,2025-08-11,20.85755
속건조,2025-08-18,20.93023
속건조,2025-08-25,23.61918
속건조,2025-09-01,22.38372
속건조,2025-09-08,20.49418
속건조,2025-09-15,20.13081
속건조,2025-09-22,24.05523
속건조,2025-09-29,20.34883
속건조,2025-10-06,19.98546
속건조,2025-10-13,37.79069
속건조,2025-10-20,47.67441
속건조,2025-10-27,58.93895
속건조,2025-11-03,45.20348
속건조,2025-11-10,44.47674
속건조,2025-11-17,51.59883
속건조,2025-11-24,46.5843
속건조,2025-12-01,53.63372
속건조,2025-12-08,36.48255
속건조,2025-12-15,25.50872
속건조,2025-12-22,25.94476
속건조,2025-12-29,26.9622
속건조,2026-01-05,31.68604
속건조,2026-01-12,29.43313
속건조,2026-01-19,30.88662
속건조,2026-01-26,28.41569
속건조,2026-02-02,26.74418
속건조,2026-02-09,25.0
속건조,2026-02-16,21.875
속건조,2026-02-23,24.1279
속건조,2026-03-02,20.27616
속건조,2026-03-09,21.94767
속건조,2026-03-16,20.93023
속건조,2026-03-23,21.2936
속건조,2026-03-30,18.4593
속건조,2026-04-06,21.875
속건조,2026-04-13,23.11046
속건조,2026-04-20,21.0029
속건조,2026-04-27,20.13081
속건조,2026-05-04,18.53197
속건조,2026-05-11,15.47965
속건조,2026-05-18,17.07848
속건조,2026-05-25,14.60755
속건조,2026-06-01,13.37209
속건조,2026-06-08,13.95348
속건조,2026-06-15,10.39244
속건조,2026-06-22,11.48255
스틱 선크림,2023-07-03,70.71129
스틱 선크림,2023-07-10,43.56694
스틱 선크림,2023-07-17,47.75104
스틱 선크림,2023-07-24,67.20711
스틱 선크림,2023-07-31,72.43723
스틱 선크림,2023-08-07,41.52719
스틱 선크림,2023-08-14,36.82008
스틱 선크림,2023-08-21,31.48535
스틱 선크림,2023-08-28,25.3661
스틱 선크림,2023-09-04,28.71338
스틱 선크림,2023-09-11,17.73012
스틱 선크림,2023-09-18,17.52092
스틱 선크림,2023-09-25,12.08158
스틱 선크림,2023-10-02,16.63179
스틱 선크림,2023-10-09,16.8933
스틱 선크림,2023-10-16,15.63807
스틱 선크림,2023-10-23,15.89958
스틱 선크림,2023-10-30,17.88702
스틱 선크림,2023-11-06,15.11506
스틱 선크림,2023-11-13,11.19246
스틱 선크림,2023-11-20,9.78033
스틱 선크림,2023-11-27,8.05439
스틱 선크림,2023-12-04,7.79288
스틱 선크림,2023-12-11,7.58368
스틱 선크림,2023-12-18,5.59623
스틱 선크림,2023-12-25,6.58995
스틱 선크림,2024-01-01,11.24476
스틱 선크림,2024-01-08,9.57112
스틱 선크림,2024-01-15,8.99581
스틱 선크림,2024-01-22,8.83891
스틱 선크림,2024-01-29,10.66945
스틱 선크림,2024-02-05,7.89748
스틱 선크림,2024-02-12,15.58577
스틱 선크림,2024-02-19,10.98326
스틱 선크림,2024-02-26,13.96443
스틱 선크림,2024-03-04,18.51464
스틱 선크림,2024-03-11,24.00627
스틱 선크림,2024-03-18,23.53556
스틱 선크림,2024-03-25,22.96025
스틱 선크림,2024-04-01,31.22384
스틱 선크림,2024-04-08,40.89958
스틱 선크림,2024-04-15,35.93096
스틱 선크림,2024-04-22,38.38912
스틱 선크림,2024-04-29,39.27824
스틱 선크림,2024-05-06,36.14016
스틱 선크림,2024-05-13,46.49581
스틱 선크림,2024-05-20,48.95397
스틱 선크림,2024-05-27,44.24686
스틱 선크림,2024-06-03,42.15481
스틱 선크림,2024-06-10,52.98117
스틱 선크림,2024-06-17,49.42468
스틱 선크림,2024-06-24,41.10878
스틱 선크림,2024-07-01,29.81171
스틱 선크림,2024-07-08,41.6841
스틱 선크림,2024-07-15,40.58577
스틱 선크림,2024-07-22,45.71129
스틱 선크림,2024-07-29,43.88075
스틱 선크림,2024-08-05,30.59623
스틱 선크림,2024-08-12,26.93514
스틱 선크림,2024-08-19,17.41631
스틱 선크림,2024-08-26,16.00418
스틱 선크림,2024-09-02,12.6046
스틱 선크림,2024-09-09,13.91213
스틱 선크림,2024-09-16,11.61087
스틱 선크림,2024-09-23,16.6841
스틱 선크림,2024-09-30,11.40167
스틱 선크림,2024-10-07,12.29079
스틱 선크림,2024-10-14,7.89748
스틱 선크림,2024-10-21,7.26987
스틱 선크림,2024-10-28,8.99581
스틱 선크림,2024-11-04,11.50627
스틱 선크림,2024-11-11,9.36192
스틱 선크림,2024-11-18,6.11924
스틱 선크림,2024-11-25,7.37447
스틱 선크림,2024-12-02,6.38075
스틱 선크림,2024-12-09,5.17782
스틱 선크림,2024-12-16,5.85774
스틱 선크림,2024-12-23,5.23012
스틱 선크림,2024-12-30,6.58995
스틱 선크림,2025-01-06,5.64853
스틱 선크림,2025-01-13,6.90376
스틱 선크림,2025-01-20,6.90376
스틱 선크림,2025-01-27,8.26359
스틱 선크림,2025-02-03,8.78661
스틱 선크림,2025-02-10,9.72803
스틱 선크림,2025-02-17,11.03556
스틱 선크림,2025-02-24,13.33682
스틱 선크림,2025-03-03,12.23849
스틱 선크림,2025-03-10,17.99163
스틱 선크림,2025-03-17,22.75104
스틱 선크림,2025-03-24,24.79079
스틱 선크림,2025-03-31,20.71129
스틱 선크림,2025-04-07,27.19665
스틱 선크림,2025-04-14,26.72594
스틱 선크림,2025-04-21,32.00836
스틱 선크림,2025-04-28,30.96234
스틱 선크림,2025-05-05,24.26778
스틱 선크림,2025-05-12,29.2364
스틱 선크림,2025-05-19,39.90585
스틱 선크림,2025-05-26,43.98535
스틱 선크림,2025-06-02,58.26359
스틱 선크림,2025-06-09,68.61924
스틱 선크림,2025-06-16,61.34937
스틱 선크림,2025-06-23,53.29497
스틱 선크림,2025-06-30,77.19665
스틱 선크림,2025-07-07,100.0
스틱 선크림,2025-07-14,51.46443
스틱 선크림,2025-07-21,64.59205
스틱 선크림,2025-07-28,60.87866
스틱 선크림,2025-08-04,40.11506
스틱 선크림,2025-08-11,27.35355
스틱 선크림,2025-08-18,32.94979
스틱 선크림,2025-08-25,27.61506
스틱 선크림,2025-09-01,20.60669
스틱 선크림,2025-09-08,15.48117
스틱 선크림,2025-09-15,15.89958
스틱 선크림,2025-09-22,13.54602
스틱 선크림,2025-09-29,9.15271
스틱 선크림,2025-10-06,11.03556
스틱 선크림,2025-10-13,8.89121
스틱 선크림,2025-10-20,10.19874
스틱 선크림,2025-10-27,9.25732
스틱 선크림,2025-11-03,10.93096
스틱 선크림,2025-11-10,9.15271
스틱 선크림,2025-11-17,8.7343
스틱 선크림,2025-11-24,8.05439
스틱 선크림,2025-12-01,9.72803
스틱 선크림,2025-12-08,9.93723
스틱 선크림,2025-12-15,5.33472
스틱 선크림,2025-12-22,3.24267
스틱 선크림,2025-12-29,5.80543
스틱 선크림,2026-01-05,6.06694
스틱 선크림,2026-01-12,7.53138
스틱 선크림,2026-01-19,5.64853
스틱 선크림,2026-01-26,6.85146
스틱 선크림,2026-02-02,8.05439
스틱 선크림,2026-02-09,7.84518
스틱 선크림,2026-02-16,8.7343
스틱 선크림,2026-02-23,9.72803
스틱 선크림,2026-03-02,11.08786
스틱 선크림,2026-03-09,13.49372
스틱 선크림,2026-03-16,17.83472
스틱 선크림,2026-03-23,22.85564
스틱 선크림,2026-03-30,19.87447
스틱 선크림,2026-04-06,19.03765
스틱 선크림,2026-04-13,30.23012
스틱 선크림,2026-04-20,25.0
스틱 선크림,2026-04-27,25.99372
스틱 선크림,2026-05-04,28.66108
스틱 선크림,2026-05-11,31.90376
스틱 선크림,2026-05-18,25.99372
스틱 선크림,2026-05-25,26.41213
스틱 선크림,2026-06-01,25.88912
스틱 선크림,2026-06-08,20.55439
스틱 선크림,2026-06-15,22.75104
스틱 선크림,2026-06-22,15.84728
슬리핑 마스크,2023-07-03,7.59061
슬리핑 마스크,2023-07-10,6.86567
슬리핑 마스크,2023-07-17,5.97014
슬리핑 마스크,2023-07-24,13.94456
슬리핑 마스크,2023-07-31,9.63752
슬리핑 마스크,2023-08-07,6.05543
슬리핑 마스크,2023-08-14,5.62899
슬리핑 마스크,2023-08-21,9.59488
슬리핑 마스크,2023-08-28,7.84648
슬리핑 마스크,2023-09-04,7.42004
슬리핑 마스크,2023-09-11,5.71428
슬리핑 마스크,2023-09-18,5.62899
슬리핑 마스크,2023-09-25,4.98933
슬리핑 마스크,2023-10-02,8.01705
슬리핑 마스크,2023-10-09,8.61407
슬리핑 마스크,2023-10-16,8.44349
슬리핑 마스크,2023-10-23,8.44349
슬리핑 마스크,2023-10-30,7.59061
슬리핑 마스크,2023-11-06,8.31556
슬리핑 마스크,2023-11-13,10.8742
슬리핑 마스크,2023-11-20,10.4904
슬리핑 마스크,2023-11-27,10.53304
슬리핑 마스크,2023-12-04,10.66098
슬리핑 마스크,2023-12-11,7.63326
슬리핑 마스크,2023-12-18,8.65671
슬리핑 마스크,2023-12-25,8.48614
슬리핑 마스크,2024-01-01,8.57142
슬리핑 마스크,2024-01-08,10.44776
슬리핑 마스크,2024-01-15,12.02558
슬리핑 마스크,2024-01-22,10.4904
슬리핑 마스크,2024-01-29,11.08742
슬리핑 마스크,2024-02-05,10.19189
슬리핑 마스크,2024-02-12,17.61194
슬리핑 마스크,2024-02-19,13.43283
슬리핑 마스크,2024-02-26,11.94029
슬리핑 마스크,2024-03-04,11.72707
슬리핑 마스크,2024-03-11,9.8081
슬리핑 마스크,2024-03-18,14.58422
슬리핑 마스크,2024-03-25,10.91684
슬리핑 마스크,2024-04-01,9.50959
슬리핑 마스크,2024-04-08,8.01705
슬리핑 마스크,2024-04-15,8.61407
슬리핑 마스크,2024-04-22,10.27718
슬리핑 마스크,2024-04-29,8.86993
슬리핑 마스크,2024-05-06,8.3582
슬리핑 마스크,2024-05-13,10.83155
슬리핑 마스크,2024-05-20,9.33901
슬리핑 마스크,2024-05-27,8.99786
슬리핑 마스크,2024-06-03,7.6759
슬리핑 마스크,2024-06-10,8.82729
슬리핑 마스크,2024-06-17,7.93176
슬리핑 마스크,2024-06-24,7.63326
슬리핑 마스크,2024-07-01,6.95095
슬리핑 마스크,2024-07-08,7.07889
슬리핑 마스크,2024-07-15,8.48614
슬리핑 마스크,2024-07-22,7.07889
슬리핑 마스크,2024-07-29,7.42004
슬리핑 마스크,2024-08-05,6.95095
슬리핑 마스크,2024-08-12,7.50533
슬리핑 마스크,2024-08-19,7.84648
슬리핑 마스크,2024-08-26,8.10234
슬리핑 마스크,2024-09-02,10.4904
슬리핑 마스크,2024-09-09,7.42004
슬리핑 마스크,2024-09-16,6.22601
슬리핑 마스크,2024-09-23,8.52878
슬리핑 마스크,2024-09-30,10.4904
슬리핑 마스크,2024-10-07,10.31982
슬리핑 마스크,2024-10-14,9.04051
슬리핑 마스크,2024-10-21,10.1066
슬리핑 마스크,2024-10-28,11.68443
슬리핑 마스크,2024-11-04,11.94029
슬리핑 마스크,2024-11-11,12.75053
슬리핑 마스크,2024-11-18,10.53304
슬리핑 마스크,2024-11-25,13.64605
슬리핑 마스크,2024-12-02,12.06823
슬리핑 마스크,2024-12-09,12.45202
슬리핑 마스크,2024-12-16,12.57995
슬리핑 마스크,2024-12-23,10.70362
슬리핑 마스크,2024-12-30,9.25373
슬리핑 마스크,2025-01-06,11.34328
슬리핑 마스크,2025-01-13,13.64605
슬리핑 마스크,2025-01-20,15.0533
슬리핑 마스크,2025-01-27,13.77398
슬리핑 마스크,2025-02-03,15.18123
슬리핑 마스크,2025-02-10,13.77398
슬리핑 마스크,2025-02-17,18.16631
슬리핑 마스크,2025-02-24,13.26226
슬리핑 마스크,2025-03-03,12.57995
슬리핑 마스크,2025-03-10,8.48614
슬리핑 마스크,2025-03-17,8.95522
슬리핑 마스크,2025-03-24,10.23454
슬리핑 마스크,2025-03-31,11.08742
슬리핑 마스크,2025-04-07,9.16844
슬리핑 마스크,2025-04-14,9.93603
슬리핑 마스크,2025-04-21,10.19189
슬리핑 마스크,2025-04-28,10.02132
슬리핑 마스크,2025-05-05,11.00213
슬리핑 마스크,2025-05-12,9.4243
슬리핑 마스크,2025-05-19,9.29637
슬리핑 마스크,2025-05-26,8.27292
슬리핑 마스크,2025-06-02,8.40085
슬리핑 마스크,2025-06-09,7.33475
슬리핑 마스크,2025-06-16,5.11727
슬리핑 마스크,2025-06-23,7.16417
슬리핑 마스크,2025-06-30,100.0
슬리핑 마스크,2025-07-07,62.38805
슬리핑 마스크,2025-07-14,7.20682
슬리핑 마스크,2025-07-21,6.3113
슬리핑 마스크,2025-07-28,6.90831
슬리핑 마스크,2025-08-04,7.24946
슬리핑 마스크,2025-08-11,9.04051
슬리핑 마스크,2025-08-18,9.25373
슬리핑 마스크,2025-08-25,8.10234
슬리핑 마스크,2025-09-01,9.21108
슬리핑 마스크,2025-09-08,7.84648
슬리핑 마스크,2025-09-15,7.42004
슬리핑 마스크,2025-09-22,7.37739
슬리핑 마스크,2025-09-29,4.52025
슬리핑 마스크,2025-10-06,5.58635
슬리핑 마스크,2025-10-13,5.33049
슬리핑 마스크,2025-10-20,8.01705
슬리핑 마스크,2025-10-27,10.23454
슬리핑 마스크,2025-11-03,9.25373
슬리핑 마스크,2025-11-10,9.85074
슬리핑 마스크,2025-11-17,9.21108
슬리핑 마스크,2025-11-24,12.9211
슬리핑 마스크,2025-12-01,11.1727
슬리핑 마스크,2025-12-08,8.65671
슬리핑 마스크,2025-12-15,6.6098
슬리핑 마스크,2025-12-22,6.26865
슬리핑 마스크,2025-12-29,8.69936
슬리핑 마스크,2026-01-05,8.91257
슬리핑 마스크,2026-01-12,8.48614
슬리핑 마스크,2026-01-19,6.43923
슬리핑 마스크,2026-01-26,6.26865
슬리핑 마스크,2026-02-02,7.50533
슬리핑 마스크,2026-02-09,6.48187
슬리핑 마스크,2026-02-16,7.33475
슬리핑 마스크,2026-02-23,6.69509
슬리핑 마스크,2026-03-02,6.65245
슬리핑 마스크,2026-03-09,8.57142
슬리핑 마스크,2026-03-16,6.22601
슬리핑 마스크,2026-03-23,5.28784
슬리핑 마스크,2026-03-30,5.71428
슬리핑 마스크,2026-04-06,4.30703
슬리핑 마스크,2026-04-13,5.54371
슬리핑 마스크,2026-04-20,5.20255
슬리핑 마스크,2026-04-27,5.75692
슬리핑 마스크,2026-05-04,6.43923
슬리핑 마스크,2026-05-11,4.69083
슬리핑 마스크,2026-05-18,3.4968
슬리핑 마스크,2026-05-25,4.30703
슬리핑 마스크,2026-06-01,4.22174
슬리핑 마스크,2026-06-08,4.05117
슬리핑 마스크,2026-06-15,3.24093
슬리핑 마스크,2026-06-22,4.00852
시카,2023-07-03,88.81547
시카,2023-07-10,86.83341
시카,2023-07-17,90.60877
시카,2023-07-24,87.16375
시카,2023-07-31,86.64464
시카,2023-08-07,86.40868
시카,2023-08-14,87.25814
시카,2023-08-21,90.84473
시카,2023-08-28,100.0
시카,2023-09-04,88.24917
시카,2023-09-11,78.66918
시카,2023-09-18,72.43983
시카,2023-09-25,65.17225
시카,2023-10-02,80.13213
시카,2023-10-09,80.22652
시카,2023-10-16,78.57479
시카,2023-10-23,80.98159
시카,2023-10-30,81.54789
시카,2023-11-06,82.49174
시카,2023-11-13,87.02218
시카,2023-11-20,80.74563
시카,2023-11-27,91.55261
시카,2023-12-04,85.65361
시카,2023-12-11,66.68239
시카,2023-12-18,68.05096
시카,2023-12-25,61.82161
시카,2024-01-01,79.37706
시카,2024-01-08,80.27371
시카,2024-01-15,80.98159
시카,2024-01-22,86.03114
시카,2024-01-29,84.37942
시카,2024-02-05,78.48041
시카,2024-02-12,93.58187
시카,2024-02-19,88.95705
시카,2024-02-26,90.93912
시카,2024-03-04,88.57951
시카,2024-03-11,70.74091
시카,2024-03-18,73.33647
시카,2024-03-25,75.60169
시카,2024-04-01,72.77017
시카,2024-04-08,77.01746
시카,2024-04-15,73.94997
시카,2024-04-22,73.52524
시카,2024-04-29,66.54082
시카,2024-05-06,76.07361
시카,2024-05-13,75.97923
시카,2024-05-20,77.53657
시카,2024-05-27,86.69183
시카,2024-06-03,79.18829
시카,2024-06-10,71.21283
시카,2024-06-17,72.25106
시카,2024-06-24,75.69608
시카,2024-07-01,75.46012
시카,2024-07-08,73.8084
시카,2024-07-15,72.95894
시카,2024-07-22,72.25106
시카,2024-07-29,73.00613
시카,2024-08-05,69.56111
시카,2024-08-12,68.38131
시카,2024-08-19,66.21047
시카,2024-08-26,73.43086
시카,2024-09-02,72.10948
시카,2024-09-09,64.65313
시카,2024-09-16,60.78338
시카,2024-09-23,68.57008
시카,2024-09-30,67.34308
시카,2024-10-07,64.41717
시카,2024-10-14,64.32279
시카,2024-10-21,58.99008
시카,2024-10-28,68.75884
시카,2024-11-04,67.57904
시카,2024-11-11,62.4823
시카,2024-11-18,57.29117
시카,2024-11-25,53.94053
시카,2024-12-02,62.76545
시카,2024-12-09,61.58565
시카,2024-12-16,61.01934
시카,2024-12-23,52.14723
시카,2024-12-30,51.10901
시카,2025-01-06,61.06654
시카,2025-01-13,59.60358
시카,2025-01-20,62.10476
시카,2025-01-27,63.0486
시카,2025-02-03,70.97687
시카,2025-02-10,71.07126
시카,2025-02-17,65.97451
시카,2025-02-24,71.4016
시카,2025-03-03,65.64417
시카,2025-03-10,59.60358
시카,2025-03-17,59.5092
시카,2025-03-24,57.62151
시카,2025-03-31,53.46861
시카,2025-04-07,56.11137
시카,2025-04-14,52.14723
시카,2025-04-21,49.64605
시카,2025-04-28,47.14487
시카,2025-05-05,47.94714
시카,2025-05-12,48.70221
시카,2025-05-19,47.94714
시카,2025-05-26,50.87305
시카,2025-06-02,51.01462
시카,2025-06-09,48.37187
시카,2025-06-16,49.9764
시카,2025-06-23,45.44596
시카,2025-06-30,47.38084
시카,2025-07-07,45.49315
시카,2025-07-14,43.27512
시카,2025-07-21,43.51109
시카,2025-07-28,45.44596
시카,2025-08-04,49.78763
시카,2025-08-11,45.63473
시카,2025-08-18,48.7966
시카,2025-08-25,46.81453
시카,2025-09-01,46.05946
시카,2025-09-08,43.22793
시카,2025-09-15,39.07503
시카,2025-09-22,43.4167
시카,2025-09-29,37.28173
시카,2025-10-06,37.98961
시카,2025-10-13,41.43463
시카,2025-10-20,45.49315
시카,2025-10-27,45.21
시카,2025-11-03,46.3898
시카,2025-11-10,39.92449
시카,2025-11-17,38.0368
시카,2025-11-24,38.084
시카,2025-12-01,37.04577
시카,2025-12-08,34.54459
시카,2025-12-15,31.42991
시카,2025-12-22,29.35346
시카,2025-12-29,31.24115
시카,2026-01-05,35.44124
시카,2026-01-12,35.77159
시카,2026-01-19,36.47947
시카,2026-01-26,36.14912
시카,2026-02-02,38.084
시카,2026-02-09,32.75129
시카,2026-02-16,31.99622
시카,2026-02-23,33.74233
시카,2026-03-02,40.4436
시카,2026-03-09,31.99622
시카,2026-03-16,32.79848
시카,2026-03-23,33.93109
시카,2026-03-30,35.6772
시카,2026-04-06,36.10193
시카,2026-04-13,36.95139
시카,2026-04-20,34.54459
시카,2026-04-27,30.81642
시카,2026-05-04,30.76923
시카,2026-05-11,32.89287
시카,2026-05-18,24.91741
시카,2026-05-25,32.75129
시카,2026-06-01,32.23218
시카,2026-06-08,27.46578
시카,2026-06-15,27.60736
시카,2026-06-22,30.62765
쑥 토너,2023-07-03,29.31034
쑥 토너,2023-07-10,0.0
쑥 토너,2023-07-17,41.37931
쑥 토너,2023-07-24,18.96551
쑥 토너,2023-07-31,29.31034
쑥 토너,2023-08-07,24.13793
쑥 토너,2023-08-14,20.68965
쑥 토너,2023-08-21,31.03448
쑥 토너,2023-08-28,87.93103
쑥 토너,2023-09-04,53.44827
쑥 토너,2023-09-11,22.41379
쑥 토너,2023-09-18,12.06896
쑥 토너,2023-09-25,12.06896
쑥 토너,2023-10-02,17.24137
쑥 토너,2023-10-09,15.51724
쑥 토너,2023-10-16,25.86206
쑥 토너,2023-10-23,20.68965
쑥 토너,2023-10-30,36.20689
쑥 토너,2023-11-06,46.55172
쑥 토너,2023-11-13,8.62068
쑥 토너,2023-11-20,20.68965
쑥 토너,2023-11-27,34.48275
쑥 토너,2023-12-04,37.93103
쑥 토너,2023-12-11,10.34482
쑥 토너,2023-12-18,12.06896
쑥 토너,2023-12-25,29.31034
쑥 토너,2024-01-01,18.96551
쑥 토너,2024-01-08,13.7931
쑥 토너,2024-01-15,43.10344
쑥 토너,2024-01-22,8.62068
쑥 토너,2024-01-29,0.0
쑥 토너,2024-02-05,41.37931
쑥 토너,2024-02-12,10.34482
쑥 토너,2024-02-19,31.03448
쑥 토너,2024-02-26,13.7931
쑥 토너,2024-03-04,8.62068
쑥 토너,2024-03-11,31.03448
쑥 토너,2024-03-18,17.24137
쑥 토너,2024-03-25,0.0
쑥 토너,2024-04-01,0.0
쑥 토너,2024-04-08,43.10344
쑥 토너,2024-04-15,67.24137
쑥 토너,2024-04-22,51.72413
쑥 토너,2024-04-29,55.17241
쑥 토너,2024-05-06,8.62068
쑥 토너,2024-05-13,50.0
쑥 토너,2024-05-20,25.86206
쑥 토너,2024-05-27,36.20689
쑥 토너,2024-06-03,93.10344
쑥 토너,2024-06-10,100.0
쑥 토너,2024-06-17,32.75862
쑥 토너,2024-06-24,13.7931
쑥 토너,2024-07-01,8.62068
쑥 토너,2024-07-08,0.0
쑥 토너,2024-07-15,37.93103
쑥 토너,2024-07-22,24.13793
쑥 토너,2024-07-29,8.62068
쑥 토너,2024-08-05,22.41379
쑥 토너,2024-08-12,20.68965
쑥 토너,2024-08-19,43.10344
쑥 토너,2024-08-26,39.65517
쑥 토너,2024-09-02,12.06896
쑥 토너,2024-09-09,0.0
쑥 토너,2024-09-16,0.0
쑥 토너,2024-09-23,10.34482
쑥 토너,2024-09-30,8.62068
쑥 토너,2024-10-07,8.62068
쑥 토너,2024-10-14,10.34482
쑥 토너,2024-10-21,8.62068
쑥 토너,2024-10-28,12.06896
쑥 토너,2024-11-04,32.75862
쑥 토너,2024-11-11,0.0
쑥 토너,2024-11-18,8.62068
쑥 토너,2024-11-25,17.24137
쑥 토너,2024-12-02,20.68965
쑥 토너,2024-12-09,18.96551
쑥 토너,2024-12-16,0.0
쑥 토너,2024-12-23,0.0
쑥 토너,2024-12-30,22.41379
쑥 토너,2025-01-06,8.62068
쑥 토너,2025-01-13,34.48275
쑥 토너,2025-01-20,0.0
쑥 토너,2025-01-27,0.0
쑥 토너,2025-02-03,10.34482
쑥 토너,2025-02-10,0.0
쑥 토너,2025-02-17,0.0
쑥 토너,2025-02-24,20.68965
쑥 토너,2025-03-03,25.86206
쑥 토너,2025-03-10,0.0
쑥 토너,2025-03-17,12.06896
쑥 토너,2025-03-24,8.62068
쑥 토너,2025-03-31,34.48275
쑥 토너,2025-04-07,31.03448
쑥 토너,2025-04-14,22.41379
쑥 토너,2025-04-21,18.96551
쑥 토너,2025-04-28,0.0
쑥 토너,2025-05-05,12.06896
쑥 토너,2025-05-12,8.62068
쑥 토너,2025-05-19,31.03448
쑥 토너,2025-05-26,24.13793
쑥 토너,2025-06-02,43.10344
쑥 토너,2025-06-09,0.0
쑥 토너,2025-06-16,0.0
쑥 토너,2025-06-23,0.0
쑥 토너,2025-06-30,41.37931
쑥 토너,2025-07-07,0.0
쑥 토너,2025-07-14,8.62068
쑥 토너,2025-07-21,0.0
쑥 토너,2025-07-28,36.20689
쑥 토너,2025-08-04,46.55172
쑥 토너,2025-08-11,0.0
쑥 토너,2025-08-18,18.96551
쑥 토너,2025-08-25,22.41379
쑥 토너,2025-09-01,39.65517
쑥 토너,2025-09-08,0.0
쑥 토너,2025-09-15,22.41379
쑥 토너,2025-09-22,0.0
