keyword,period,ratio
모델링 팩,2024-01-15,83.06053
모델링 팩,2024-01-22,78.71076
모델링 팩,2024-01-29,76.79932
모델링 팩,2024-02-05,72.90358
모델링 팩,2024-02-12,100.0
모델링 팩,2024-02-19,96.22197
모델링 팩,2024-02-26,93.88452
모델링 팩,2024-03-04,81.23318
모델링 팩,2024-03-11,69.22645
모델링 팩,2024-03-18,67.56165
모델링 팩,2024-03-25,69.08632
모델링 팩,2024-04-01,64.26008
모델링 팩,2024-04-08,71.12668
모델링 팩,2024-04-15,70.6278
모델링 팩,2024-04-22,67.37107
모델링 팩,2024-04-29,69.76457
모델링 팩,2024-05-06,69.34417
모델링 팩,2024-05-13,71.03699
모델링 팩,2024-05-20,69.15358
모델링 팩,2024-05-27,74.7982
모델링 팩,2024-06-03,81.86659
모델링 팩,2024-06-10,73.39125
모델링 팩,2024-06-17,74.13677
모델링 팩,2024-06-24,67.66816
모델링 팩,2024-07-01,73.57623
모델링 팩,2024-07-08,72.87556
모델링 팩,2024-07-15,77.62331
모델링 팩,2024-07-22,81.84977
모델링 팩,2024-07-29,81.65919
모델링 팩,2024-08-05,85.5213
모델링 팩,2024-08-12,83.32959
모델링 팩,2024-08-19,81.07062
모델링 팩,2024-08-26,73.52578
모델링 팩,2024-09-02,69.86547
모델링 팩,2024-09-09,57.54484
모델링 팩,2024-09-16,60.57174
모델링 팩,2024-09-23,55.98094
모델링 팩,2024-09-30,62.69058
모델링 팩,2024-10-07,55.51008
모델링 팩,2024-10-14,46.31726
모델링 팩,2024-10-21,44.92713
모델링 팩,2024-10-28,50.22421
모델링 팩,2024-11-04,44.39461
모델링 팩,2024-11-11,41.31165
모델링 팩,2024-11-18,36.90022
모델링 팩,2024-11-25,39.87107
모델링 팩,2024-12-02,42.8195
모델링 팩,2024-12-09,38.16704
모델링 팩,2024-12-16,41.1547
모델링 팩,2024-12-23,38.01569
모델링 팩,2024-12-30,39.57399
모델링 팩,2025-01-06,41.8778
모델링 팩,2025-01-13,42.21973
모델링 팩,2025-01-20,39.77578
모델링 팩,2025-01-27,42.37668
모델링 팩,2025-02-03,40.58856
모델링 팩,2025-02-10,38.09417
모델링 팩,2025-02-17,36.97309
모델링 팩,2025-02-24,35.88565
모델링 팩,2025-03-03,35.88004
모델링 팩,2025-03-10,31.20515
모델링 팩,2025-03-17,34.29932
모델링 팩,2025-03-24,37.78587
모델링 팩,2025-03-31,33.81726
모델링 팩,2025-04-07,31.45739
모델링 팩,2025-04-14,34.35538
모델링 팩,2025-04-21,36.99551
모델링 팩,2025-04-28,37.04596
모델링 팩,2025-05-05,38.74439
모델링 팩,2025-05-12,36.74327
모델링 팩,2025-05-19,37.32623
모델링 팩,2025-05-26,36.49103
모델링 팩,2025-06-02,40.38116
모델링 팩,2025-06-09,43.94618
모델링 팩,2025-06-16,42.39349
모델링 팩,2025-06-23,38.08856
모델링 팩,2025-06-30,41.42937
모델링 팩,2025-07-07,40.24663
모델링 팩,2025-07-14,36.87219
모델링 팩,2025-07-21,39.80941
모델링 팩,2025-07-28,44.47309
모델링 팩,2025-08-04,41.55829
모델링 팩,2025-08-11,37.24215
모델링 팩,2025-08-18,37.06278
모델링 팩,2025-08-25,36.63116
모델링 팩,2025-09-01,38.91816
모델링 팩,2025-09-08,33.21188
모델링 팩,2025-09-15,29.85986
모델링 팩,2025-09-22,26.48542
모델링 팩,2025-09-29,25.16255
모델링 팩,2025-10-06,28.86771
모델링 팩,2025-10-13,28.90134
모델링 팩,2025-10-20,25.37556
모델링 팩,2025-10-27,24.22085
모델링 팩,2025-11-03,23.11098
모델링 팩,2025-11-10,22.15807
모델링 팩,2025-11-17,22.26457
모델링 팩,2025-11-24,21.49663
모델링 팩,2025-12-01,22.46076
모델링 팩,2025-12-08,20.67825
모델링 팩,2025-12-15,19.00224
모델링 팩,2025-12-22,17.21412
모델링 팩,2025-12-29,18.90134
모델링 팩,2026-01-05,20.56614
모델링 팩,2026-01-12,19.20964
모델링 팩,2026-01-19,18.57062
모델링 팩,2026-01-26,19.04708
모델링 팩,2026-02-02,18.68834
모델링 팩,2026-02-09,17.05717
모델링 팩,2026-02-16,21.78811
모델링 팩,2026-02-23,20.68385
모델링 팩,2026-03-02,21.12668
모델링 팩,2026-03-09,19.05829
모델링 팩,2026-03-16,19.36659
모델링 팩,2026-03-23,19.6917
모델링 팩,2026-03-30,18.35201
모델링 팩,2026-04-06,18.29596
모델링 팩,2026-04-13,18.70515
모델링 팩,2026-04-20,18.4417
모델링 팩,2026-04-27,20.6278
모델링 팩,2026-05-04,20.08968
모델링 팩,2026-05-11,21.29484
모델링 팩,2026-05-18,20.8408
모델링 팩,2026-05-25,24.66928
모델링 팩,2026-06-01,23.99663
모델링 팩,2026-06-08,21.90582
모델링 팩,2026-06-15,22.36547
모델링 팩,2026-06-22,21.03699
물광 피부,2023-07-03,49.72004
물광 피부,2023-07-10,45.24076
물광 피부,2023-07-17,51.8477
물광 피부,2023-07-24,44.45688
물광 피부,2023-07-31,53.41545
물광 피부,2023-08-07,59.79843
물광 피부,2023-08-14,60.69428
물광 피부,2023-08-21,52.40761
물광 피부,2023-08-28,54.87122
물광 피부,2023-09-04,50.50391
물광 피부,2023-09-11,54.31131
물광 피부,2023-09-18,44.90481
물광 피부,2023-09-25,43.89697
물광 피부,2023-10-02,57.11086
물광 피부,2023-10-09,61.25419
물광 피부,2023-10-16,61.03023
물광 피부,2023-10-23,61.14221
물광 피부,2023-10-30,62.26203
물광 피부,2023-11-06,56.32698
물광 피부,2023-11-13,61.92609
물광 피부,2023-11-20,72.00447
물광 피부,2023-11-27,82.08286
물광 피부,2023-12-04,78.83538
물광 피부,2023-12-11,67.07726
물광 피부,2023-12-18,58.34266
물광 피부,2023-12-25,69.09294
물광 피부,2024-01-01,76.8197
물광 피부,2024-01-08,76.70772
물광 피부,2024-01-15,76.37178
물광 피부,2024-01-22,79.17133
물광 피부,2024-01-29,87.12206
물광 피부,2024-02-05,58.00671
물광 피부,2024-02-12,75.25195
물광 피부,2024-02-19,66.96528
물광 피부,2024-02-26,75.47592
물광 피부,2024-03-04,100.0
물광 피부,2024-03-11,89.58566
물광 피부,2024-03-18,82.97872
물광 피부,2024-03-25,66.29339
물광 피부,2024-04-01,65.06159
물광 피부,2024-04-08,72.22844
물광 피부,2024-04-15,65.17357
물광 피부,2024-04-22,67.63717
물광 피부,2024-04-29,58.1187
물광 피부,2024-05-06,57.78275
물광 피부,2024-05-13,50.95184
물광 피부,2024-05-20,59.57446
물광 피부,2024-05-27,52.74356
물광 피부,2024-06-03,50.16797
물광 피부,2024-06-10,58.34266
물광 피부,2024-06-17,56.66293
물광 피부,2024-06-24,60.69428
물광 피부,2024-07-01,48.37625
물광 피부,2024-07-08,40.42553
물광 피부,2024-07-15,55.76707
물광 피부,2024-07-22,48.15229
물광 피부,2024-07-29,52.29563
물광 피부,2024-08-05,59.57446
물광 피부,2024-08-12,57.4468
물광 피부,2024-08-19,56.43896
물광 피부,2024-08-26,63.04591
물광 피부,2024-09-02,59.91041
물광 피부,2024-09-09,52.74356
물광 피부,2024-09-16,48.37625
물광 피부,2024-09-23,57.22284
물광 피부,2024-09-30,68.30907
물광 피부,2024-10-07,77.71556
물광 피부,2024-10-14,65.6215
물광 피부,2024-10-21,64.72564
물광 피부,2024-10-28,68.42105
물광 피부,2024-11-04,74.91601
물광 피부,2024-11-11,80.40313
물광 피부,2024-11-18,81.97088
물광 피부,2024-11-25,78.38745
물광 피부,2024-12-02,85.77827
물광 피부,2024-12-09,90.25755
물광 피부,2024-12-16,91.37737
물광 피부,2024-12-23,94.51287
물광 피부,2024-12-30,92.27323
물광 피부,2025-01-06,92.94512
물광 피부,2025-01-13,90.14557
물광 피부,2025-01-20,79.05935
물광 피부,2025-01-27,82.19484
물광 피부,2025-02-03,81.41097
물광 피부,2025-02-10,73.68421
물광 피부,2025-02-17,78.94736
물광 피부,2025-02-24,92.16125
물광 피부,2025-03-03,97.20044
물광 피부,2025-03-10,78.38745
물광 피부,2025-03-17,80.40313
물광 피부,2025-03-24,67.63717
물광 피부,2025-03-31,77.15565
물광 피부,2025-04-07,62.59798
물광 피부,2025-04-14,58.23068
물광 피부,2025-04-21,54.75923
물광 피부,2025-04-28,55.99104
물광 피부,2025-05-05,52.63157
물광 피부,2025-05-12,55.87905
물광 피부,2025-05-19,52.51959
물광 피부,2025-05-26,59.01455
물광 피부,2025-06-02,54.53527
물광 피부,2025-06-09,63.7178
물광 피부,2025-06-16,50.05599
물광 피부,2025-06-23,42.21724
물광 피부,2025-06-30,35.83426
물광 피부,2025-07-07,38.85778
물광 피부,2025-07-14,29.78723
물광 피부,2025-07-21,31.01903
물광 피부,2025-07-28,24.52407
물광 피부,2025-08-04,28.21948
물광 피부,2025-08-11,31.69092
물광 피부,2025-08-18,27.54759
물광 피부,2025-08-25,32.13885
물광 피부,2025-09-01,26.65173
물광 피부,2025-09-08,28.89137
물광 피부,2025-09-15,27.43561
물광 피부,2025-09-22,28.44344
물광 피부,2025-09-29,22.17245
물광 피부,2025-10-06,27.43561
물광 피부,2025-10-13,26.87569
물광 피부,2025-10-20,34.37849
물광 피부,2025-10-27,35.38633
물광 피부,2025-11-03,32.25083
물광 피부,2025-11-10,34.9384
물광 피부,2025-11-17,38.40985
물광 피부,2025-11-24,40.42553
물광 피부,2025-12-01,37.84994
물광 피부,2025-12-08,49.83202
물광 피부,2025-12-15,41.99328
물광 피부,2025-12-22,34.26651
물광 피부,2025-12-29,42.88913
물광 피부,2026-01-05,39.75363
물광 피부,2026-01-12,35.72228
물광 피부,2026-01-19,39.41769
물광 피부,2026-01-26,42.10526
물광 피부,2026-02-02,34.60246
물광 피부,2026-02-09,32.58678
물광 피부,2026-02-16,32.25083
물광 피부,2026-02-23,33.25867
물광 피부,2026-03-02,26.42777
물광 피부,2026-03-09,29.56326
물광 피부,2026-03-16,30.90705
물광 피부,2026-03-23,32.36282
물광 피부,2026-03-30,30.90705
물광 피부,2026-04-06,31.57894
물광 피부,2026-04-13,25.53191
물광 피부,2026-04-20,28.55543
물광 피부,2026-04-27,24.30011
물광 피부,2026-05-04,23.62821
물광 피부,2026-05-11,21.8365
물광 피부,2026-05-18,19.48488
물광 피부,2026-05-25,23.29227
물광 피부,2026-06-01,18.58902
물광 피부,2026-06-08,18.14109
물광 피부,2026-06-15,18.02911
물광 피부,2026-06-22,21.38857
미백,2023-07-03,87.58668
미백,2023-07-10,90.22191
미백,2023-07-17,86.96255
미백,2023-07-24,88.6269
미백,2023-07-31,100.0
미백,2023-08-07,91.53952
미백,2023-08-14,89.59778
미백,2023-08-21,93.13453
미백,2023-08-28,78.71012
미백,2023-09-04,82.17753
미백,2023-09-11,78.01664
미백,2023-09-18,68.3079
미백,2023-09-25,54.23023
미백,2023-10-02,64.97919
미백,2023-10-09,69.07073
미백,2023-10-16,63.24549
미백,2023-10-23,62.20527
미백,2023-10-30,69.76421
미백,2023-11-06,62.6907
미백,2023-11-13,63.03744
미백,2023-11-20,65.60332
미백,2023-11-27,59.98613
미백,2023-12-04,60.8183
미백,2023-12-11,61.23439
미백,2023-12-18,49.79195
미백,2023-12-25,57.90568
미백,2024-01-01,64.42441
미백,2024-01-08,73.9251
미백,2024-01-15,75.31206
미백,2024-01-22,74.0638
미백,2024-01-29,73.7864
미백,2024-02-05,69.14008
미백,2024-02-12,77.5312
미백,2024-02-19,76.90707
미백,2024-02-26,74.68793
미백,2024-03-04,66.22746
미백,2024-03-11,75.31206
미백,2024-03-18,81.276
미백,2024-03-25,78.01664
미백,2024-04-01,81.76144
미백,2024-04-08,81.96948
미백,2024-04-15,86.7545
미백,2024-04-22,78.98751
미백,2024-04-29,76.35228
미백,2024-05-06,76.35228
미백,2024-05-13,84.18862
미백,2024-05-20,80.99861
미백,2024-05-27,86.33841
미백,2024-06-03,84.39667
미백,2024-06-10,82.31622
미백,2024-06-17,85.57558
미백,2024-06-24,81.1373
미백,2024-07-01,83.0097
미백,2024-07-08,83.0097
미백,2024-07-15,80.37447
미백,2024-07-22,87.65603
미백,2024-07-29,80.72122
미백,2024-08-05,87.10124
미백,2024-08-12,86.47711
미백,2024-08-19,89.11234
미백,2024-08-26,78.91816
미백,2024-09-02,72.1914
미백,2024-09-09,62.20527
미백,2024-09-16,71.49791
미백,2024-09-23,71.914
미백,2024-09-30,62.6907
미백,2024-10-07,62.8294
미백,2024-10-14,60.957
미백,2024-10-21,55.61719
미백,2024-10-28,57.48959
미백,2024-11-04,56.51872
미백,2024-11-11,61.0957
미백,2024-11-18,56.79611
미백,2024-11-25,56.38002
미백,2024-12-02,56.17198
미백,2024-12-09,53.95284
미백,2024-12-16,56.65742
미백,2024-12-23,52.84327
미백,2024-12-30,57.28155
미백,2025-01-06,61.02635
미백,2025-01-13,67.19833
미백,2025-01-20,57.42024
미백,2025-01-27,61.23439
미백,2025-02-03,70.87378
미백,2025-02-10,71.63661
미백,2025-02-17,71.84466
미백,2025-02-24,70.73509
미백,2025-03-03,58.52981
미백,2025-03-10,64.49375
미백,2025-03-17,69.14008
미백,2025-03-24,62.89875
미백,2025-03-31,60.40221
미백,2025-04-07,60.26352
미백,2025-04-14,66.22746
미백,2025-04-21,62.27461
미백,2025-04-28,58.25242
미백,2025-05-05,63.80027
미백,2025-05-12,64.07766
미백,2025-05-19,64.7018
미백,2025-05-26,65.11789
미백,2025-06-02,64.7018
미백,2025-06-09,71.15117
미백,2025-06-16,67.40638
미백,2025-06-23,66.78224
미백,2025-06-30,69.14008
미백,2025-07-07,70.0416
미백,2025-07-14,69.97226
미백,2025-07-21,75.93619
미백,2025-07-28,73.50901
미백,2025-08-04,75.38141
미백,2025-08-11,67.82246
미백,2025-08-18,67.40638
미백,2025-08-25,62.55201
미백,2025-09-01,58.18307
미백,2025-09-08,50.90152
미백,2025-09-15,46.1165
미백,2025-09-22,46.67128
미백,2025-09-29,38.28016
미백,2025-10-06,44.59084
미백,2025-10-13,39.73647
미백,2025-10-20,38.21081
미백,2025-10-27,38.07212
미백,2025-11-03,37.17059
미백,2025-11-10,35.92233
미백,2025-11-17,34.8821
미백,2025-11-24,35.64493
미백,2025-12-01,39.73647
미백,2025-12-08,39.66712
미백,2025-12-15,38.28016
미백,2025-12-22,37.0319
미백,2025-12-29,37.30929
미백,2026-01-05,38.97364
미백,2026-01-12,39.32038
미백,2026-01-19,36.40776
미백,2026-01-26,38.7656
미백,2026-02-02,38.55755
미백,2026-02-09,34.46601
미백,2026-02-16,40.01386
미백,2026-02-23,35.22884
미백,2026-03-02,34.32732
미백,2026-03-09,36.40776
미백,2026-03-16,38.14147
미백,2026-03-23,40.08321
미백,2026-03-30,43.06518
미백,2026-04-06,43.27323
미백,2026-04-13,42.85714
미백,2026-04-20,42.78779
미백,2026-04-27,37.17059
미백,2026-05-04,37.65603
미백,2026-05-11,37.0319
미백,2026-05-18,38.7656
미백,2026-05-25,43.20388
미백,2026-06-01,37.65603
미백,2026-06-08,36.47711
미백,2026-06-15,39.32038
미백,2026-06-22,38.90429
미스트,2023-07-03,61.92067
미스트,2023-07-10,100.0
미스트,2023-07-17,54.41919
미스트,2023-07-24,62.27718
미스트,2023-07-31,54.53802
미스트,2023-08-07,58.05852
미스트,2023-08-14,53.112
미스트,2023-08-21,41.74836
미스트,2023-08-28,50.31194
미스트,2023-09-04,41.67409
미스트,2023-09-11,42.37967
미스트,2023-09-18,46.69489
미스트,2023-09-25,53.77302
미스트,2023-10-02,94.49643
미스트,2023-10-09,64.97326
미스트,2023-10-16,62.45543
미스트,2023-10-23,55.97147
미스트,2023-10-30,51.19578
미스트,2023-11-06,65.39661
미스트,2023-11-13,83.22192
미스트,2023-11-20,74.96286
미스트,2023-11-27,76.81224
미스트,2023-12-04,72.63071
미스트,2023-12-11,59.64795
미스트,2023-12-18,70.1426
미스트,2023-12-25,60.16042
미스트,2024-01-01,65.01782
미스트,2024-01-08,64.05228
미스트,2024-01-15,64.11913
미스트,2024-01-22,66.91919
미스트,2024-01-29,81.67706
미스트,2024-02-05,56.37254
미스트,2024-02-12,65.19607
미스트,2024-02-19,65.07724
미스트,2024-02-26,58.67498
미스트,2024-03-04,62.34402
미스트,2024-03-11,67.63963
미스트,2024-03-18,66.31016
미스트,2024-03-25,57.65745
미스트,2024-04-01,52.07219
미스트,2024-04-08,64.57961
미스트,2024-04-15,55.38472
미스트,2024-04-22,49.74747
미스트,2024-04-29,54.63458
미스트,2024-05-06,55.02822
미스트,2024-05-13,60.5912
미스트,2024-05-20,56.73648
미스트,2024-05-27,58.39275
미스트,2024-06-03,49.42067
미스트,2024-06-10,44.69696
미스트,2024-06-17,44.14735
미스트,2024-06-24,43.54575
미스트,2024-07-01,45.20944
미스트,2024-07-08,46.47207
미스트,2024-07-15,52.43612
미스트,2024-07-22,38.82947
미스트,2024-07-29,36.36363
미스트,2024-08-05,38.3467
미스트,2024-08-12,41.00564
미스트,2024-08-19,39.20825
미스트,2024-08-26,40.11437
미스트,2024-09-02,41.32501
미스트,2024-09-09,34.6628
미스트,2024-09-16,34.48455
미스트,2024-09-23,42.13458
미스트,2024-09-30,64.66874
미스트,2024-10-07,47.60843
미스트,2024-10-14,62.37373
미스트,2024-10-21,60.22727
미스트,2024-10-28,47.23707
미스트,2024-11-04,61.90582
미스트,2024-11-11,54.60487
미스트,2024-11-18,70.40998
미스트,2024-11-25,65.43374
미스트,2024-12-02,66.88948
미스트,2024-12-09,75.57932
미스트,2024-12-16,69.45187
미스트,2024-12-23,62.47771
미스트,2024-12-30,54.16666
미스트,2025-01-06,62.98276
미스트,2025-01-13,65.84224
미스트,2025-01-20,61.07397
미스트,2025-01-27,48.78936
미스트,2025-02-03,56.57308
미스트,2025-02-10,55.08021
미스트,2025-02-17,60.47979
미스트,2025-02-24,68.0407
미스트,2025-03-03,50.14111
미스트,2025-03-10,53.89185
미스트,2025-03-17,53.52792
미스트,2025-03-24,47.72727
미스트,2025-03-31,43.5606
미스트,2025-04-07,42.12715
미스트,2025-04-14,40.98336
미스트,2025-04-21,36.38591
미스트,2025-04-28,42.86987
미스트,2025-05-05,41.50326
미스트,2025-05-12,37.97534
미스트,2025-05-19,37.10635
미스트,2025-05-26,33.22192
미스트,2025-06-02,35.56149
미스트,2025-06-09,34.00178
미스트,2025-06-16,34.23945
미스트,2025-06-23,36.52703
미스트,2025-06-30,32.98425
미스트,2025-07-07,37.73767
미스트,2025-07-14,32.13755
미스트,2025-07-21,30.30303
미스트,2025-07-28,33.77153
미스트,2025-08-04,33.66755
미스트,2025-08-11,30.17676
미스트,2025-08-18,30.09506
미스트,2025-08-25,30.41443
미스트,2025-09-01,28.72103
미스트,2025-09-08,27.68122
미스트,2025-09-15,27.31729
미스트,2025-09-22,29.27064
미스트,2025-09-29,23.49227
미스트,2025-10-06,26.15121
미스트,2025-10-13,27.95603
미스트,2025-10-20,37.79708
미스트,2025-10-27,48.39572
미스트,2025-11-03,44.64497
미스트,2025-11-10,44.89007
미스트,2025-11-17,51.67855
미스트,2025-11-24,42.46137
미스트,2025-12-01,52.74806
미스트,2025-12-08,46.4795
미스트,2025-12-15,43.90225
미스트,2025-12-22,39.11913
미스트,2025-12-29,41.20617
미스트,2026-01-05,61.80926
미스트,2026-01-12,56.35026
미스트,2026-01-19,52.57724
미스트,2026-01-26,45.70707
미스트,2026-02-02,57.85056
미스트,2026-02-09,38.22043
미스트,2026-02-16,33.75668
미스트,2026-02-23,34.52911
미스트,2026-03-02,31.28342
미스트,2026-03-09,30.58526
미스트,2026-03-16,32.88027
미스트,2026-03-23,33.19221
미스트,2026-03-30,34.47712
미스트,2026-04-06,30.36244
미스트,2026-04-13,28.31996
미스트,2026-04-20,28.84729
미스트,2026-04-27,28.7953
미스트,2026-05-04,27.53267
미스트,2026-05-11,26.79738
미스트,2026-05-18,26.81224
미스트,2026-05-25,26.84937
미스트,2026-06-01,25.9284
미스트,2026-06-08,27.23559
미스트,2026-06-15,24.33897
미스트,2026-06-22,22.46732
비타민C 세럼,2023-07-03,57.42268
비타민C 세럼,2023-07-10,51.57216
비타민C 세럼,2023-07-17,46.39175
비타민C 세럼,2023-07-24,43.35051
비타민C 세럼,2023-07-31,48.63402
비타민C 세럼,2023-08-07,60.33505
비타민C 세럼,2023-08-14,59.66494
비타민C 세럼,2023-08-21,61.00515
비타민C 세럼,2023-08-28,59.35567
비타민C 세럼,2023-09-04,51.13402
비타민C 세럼,2023-09-11,47.5
비타민C 세럼,2023-09-18,45.69587
비타민C 세럼,2023-09-25,38.65979
비타민C 세럼,2023-10-02,52.62886
비타민C 세럼,2023-10-09,50.43814
비타민C 세럼,2023-10-16,50.20618
비타민C 세럼,2023-10-23,53.50515
비타민C 세럼,2023-10-30,56.80412
비타민C 세럼,2023-11-06,47.08762
비타민C 세럼,2023-11-13,45.07731
비타민C 세럼,2023-11-20,46.18556
비타민C 세럼,2023-11-27,46.82989
비타민C 세럼,2023-12-04,46.15979
비타민C 세럼,2023-12-11,39.45876
비타민C 세럼,2023-12-18,36.67525
비타민C 세럼,2023-12-25,35.90206
비타민C 세럼,2024-01-01,48.73711
비타민C 세럼,2024-01-08,59.25257
비타민C 세럼,2024-01-15,61.31443
비타민C 세럼,2024-01-22,59.66494
비타민C 세럼,2024-01-29,60.07731
비타민C 세럼,2024-02-05,53.99484
비타민C 세럼,2024-02-12,64.45876
비타민C 세럼,2024-02-19,61.80412
비타민C 세럼,2024-02-26,60.20618
비타민C 세럼,2024-03-04,56.59793
비타민C 세럼,2024-03-11,53.68556
비타민C 세럼,2024-03-18,51.7268
비타민C 세럼,2024-03-25,52.91237
비타민C 세럼,2024-04-01,50.15463
비타민C 세럼,2024-04-08,52.03608
비타민C 세럼,2024-04-15,50.61855
비타민C 세럼,2024-04-22,65.25773
비타민C 세럼,2024-04-29,49.07216
비타민C 세럼,2024-05-06,53.50515
비타민C 세럼,2024-05-13,54.43298
비타민C 세럼,2024-05-20,51.39175
비타민C 세럼,2024-05-27,51.98453
비타민C 세럼,2024-06-03,52.37113
비타민C 세럼,2024-06-10,45.18041
비타민C 세럼,2024-06-17,45.15463
비타민C 세럼,2024-06-24,44.04639
비타민C 세럼,2024-07-01,43.71134
비타민C 세럼,2024-07-08,40.72164
비타민C 세럼,2024-07-15,36.10824
비타민C 세럼,2024-07-22,37.06185
비타민C 세럼,2024-07-29,36.64948
비타민C 세럼,2024-08-05,41.7268
비타민C 세럼,2024-08-12,40.07731
비타민C 세럼,2024-08-19,38.47938
비타민C 세럼,2024-08-26,39.66494
비타민C 세럼,2024-09-02,37.88659
비타민C 세럼,2024-09-09,29.32989
비타민C 세럼,2024-09-16,39.79381
비타민C 세럼,2024-09-23,35.64432
비타민C 세럼,2024-09-30,35.54123
비타민C 세럼,2024-10-07,34.87113
비타민C 세럼,2024-10-14,33.35051
비타민C 세럼,2024-10-21,34.04639
비타민C 세럼,2024-10-28,34.12371
비타민C 세럼,2024-11-04,34.69072
비타민C 세럼,2024-11-11,34.66494
비타민C 세럼,2024-11-18,30.0
비타민C 세럼,2024-11-25,29.92268
비타민C 세럼,2024-12-02,30.38659
비타민C 세럼,2024-12-09,29.58762
비타민C 세럼,2024-12-16,28.63402
비타민C 세럼,2024-12-23,28.86597
비타민C 세럼,2024-12-30,30.41237
비타민C 세럼,2025-01-06,38.09278
비타민C 세럼,2025-01-13,42.37113
비타민C 세럼,2025-01-20,34.12371
비타민C 세럼,2025-01-27,35.48969
비타민C 세럼,2025-02-03,54.09793
비타민C 세럼,2025-02-10,47.29381
비타민C 세럼,2025-02-17,43.68556
비타민C 세럼,2025-02-24,48.91752
비타민C 세럼,2025-03-03,57.70618
비타민C 세럼,2025-03-10,56.41752
비타민C 세럼,2025-03-17,48.11855
비타민C 세럼,2025-03-24,49.38144
비타민C 세럼,2025-03-31,54.74226
비타민C 세럼,2025-04-07,47.86082
비타민C 세럼,2025-04-14,46.36597
비타민C 세럼,2025-04-21,55.05154
비타민C 세럼,2025-04-28,51.77835
비타민C 세럼,2025-05-05,55.23195
비타민C 세럼,2025-05-12,44.76804
비타민C 세럼,2025-05-19,29.43298
비타민C 세럼,2025-05-26,33.06701
비타민C 세럼,2025-06-02,33.24742
비타민C 세럼,2025-06-09,31.85567
비타민C 세럼,2025-06-16,31.93298
비타민C 세럼,2025-06-23,30.51546
비타민C 세럼,2025-06-30,31.21134
비타민C 세럼,2025-07-07,32.47422
비타민C 세럼,2025-07-14,30.46391
비타민C 세럼,2025-07-21,25.25773
비타민C 세럼,2025-07-28,28.4536
비타민C 세럼,2025-08-04,29.81958
비타민C 세럼,2025-08-11,32.93814
비타민C 세럼,2025-08-18,38.27319
비타민C 세럼,2025-08-25,31.75257
비타민C 세럼,2025-09-01,31.08247
비타민C 세럼,2025-09-08,27.68041
비타민C 세럼,2025-09-15,26.67525
비타민C 세럼,2025-09-22,26.28865
비타민C 세럼,2025-09-29,23.11855
비타민C 세럼,2025-10-06,24.74226
비타민C 세럼,2025-10-13,30.18041
비타민C 세럼,2025-10-20,24.12371
비타민C 세럼,2025-10-27,100.0
비타민C 세럼,2025-11-03,32.96391
비타민C 세럼,2025-11-10,26.39175
비타민C 세럼,2025-11-17,27.52577
비타민C 세럼,2025-11-24,32.44845
비타민C 세럼,2025-12-01,33.68556
비타민C 세럼,2025-12-08,29.92268
비타민C 세럼,2025-12-15,29.5103
비타민C 세럼,2025-12-22,26.80412
비타민C 세럼,2025-12-29,31.44329
비타민C 세럼,2026-01-05,31.90721
비타민C 세럼,2026-01-12,29.48453
비타민C 세럼,2026-01-19,28.42783
비타민C 세럼,2026-01-26,33.27319
비타민C 세럼,2026-02-02,32.80927
비타민C 세럼,2026-02-09,27.16494
비타민C 세럼,2026-02-16,33.63402
비타민C 세럼,2026-02-23,32.16494
비타민C 세럼,2026-03-02,33.73711
비타민C 세럼,2026-03-09,33.71134
비타민C 세럼,2026-03-16,30.43814
비타민C 세럼,2026-03-23,28.94329
비타민C 세럼,2026-03-30,31.49484
비타민C 세럼,2026-04-06,31.00515
비타민C 세럼,2026-04-13,31.21134
비타민C 세럼,2026-04-20,31.70103
비타민C 세럼,2026-04-27,32.1134
비타민C 세럼,2026-05-04,30.05154
비타민C 세럼,2026-05-11,29.32989
비타민C 세럼,2026-05-18,29.63917
비타민C 세럼,2026-05-25,33.73711
비타민C 세럼,2026-06-01,37.80927
비타민C 세럼,2026-06-08,30.2835
비타민C 세럼,2026-06-15,32.3969
비타민C 세럼,2026-06-22,47.16494
살리실산,2023-07-03,45.18295
살리실산,2023-07-10,51.64427
살리실산,2023-07-17,53.47383
살리실산,2023-07-24,61.55627
살리실산,2023-07-31,47.66095
살리실산,2023-08-07,56.16025
살리실산,2023-08-14,52.91801
살리실산,2023-08-21,51.9685
살리실산,2023-08-28,54.42334
살리실산,2023-09-04,59.88883
살리실산,2023-09-11,52.43168
살리실산,2023-09-18,50.11579
살리실산,2023-09-25,44.99768
살리실산,2023-10-02,49.14312
살리실산,2023-10-09,50.11579
살리실산,2023-10-16,66.62806
살리실산,2023-10-23,59.42566
살리실산,2023-10-30,62.59842
살리실산,2023-11-06,56.55396
살리실산,2023-11-13,50.32422
살리실산,2023-11-20,53.77489
살리실산,2023-11-27,82.654
살리실산,2023-12-04,81.21815
살리실산,2023-12-11,46.34089
살리실산,2023-12-18,46.89671
살리실산,2023-12-25,44.62714
살리실산,2024-01-01,46.73459
살리실산,2024-01-08,54.65493
살리실산,2024-01-15,62.25104
살리실산,2024-01-22,54.35386
살리실산,2024-01-29,46.29458
살리실산,2024-02-05,42.31125
살리실산,2024-02-12,46.1093
살리실산,2024-02-19,46.03983
살리실산,2024-02-26,49.58314
살리실산,2024-03-04,48.07781
살리실산,2024-03-11,57.13293
살리실산,2024-03-18,59.84251
