category,period,ratio
색조메이크업,2026-05-04,18.29691
색조메이크업,2026-05-11,16.81301
색조메이크업,2026-05-18,15.89104
색조메이크업,2026-05-25,15.60571
색조메이크업,2026-06-01,15.73147
색조메이크업,2026-06-08,14.90053
색조메이크업,2026-06-15,14.38664
색조메이크업,2026-06-22,14.53128
색조메이크업,2026-06-29,16.2672
헤어두피,2023-07-03,90.06853
헤어두피,2023-07-10,89.5627
헤어두피,2023-07-17,86.36807
헤어두피,2023-07-24,86.32982
헤어두피,2023-07-31,87.86645
헤어두피,2023-08-07,89.68687
헤어두피,2023-08-14,93.47059
헤어두피,2023-08-21,96.95944
헤어두피,2023-08-28,98.16495
헤어두피,2023-09-04,98.78162
헤어두피,2023-09-11,97.99361
헤어두피,2023-09-18,90.90998
헤어두피,2023-09-25,71.51914
헤어두피,2023-10-02,94.56351
헤어두피,2023-10-09,90.40166
헤어두피,2023-10-16,87.67606
헤어두피,2023-10-23,86.69348
헤어두피,2023-10-30,92.38361
헤어두피,2023-11-06,91.84201
헤어두피,2023-11-13,93.48296
헤어두피,2023-11-20,95.18081
헤어두피,2023-11-27,96.59569
헤어두피,2023-12-04,92.69785
헤어두피,2023-12-11,87.09613
헤어두피,2023-12-18,76.16666
헤어두피,2023-12-25,80.9434
헤어두피,2024-01-01,87.73746
헤어두피,2024-01-08,82.54136
헤어두피,2024-01-15,76.65602
헤어두피,2024-01-22,77.79748
헤어두피,2024-01-29,78.13904
헤어두피,2024-02-05,65.00098
헤어두피,2024-02-12,95.2382
헤어두피,2024-02-19,90.69669
헤어두피,2024-02-26,77.42096
헤어두피,2024-03-04,74.32671
헤어두피,2024-03-11,77.6611
헤어두피,2024-03-18,77.22904
헤어두피,2024-03-25,73.8965
헤어두피,2024-04-01,74.99602
헤어두피,2024-04-08,63.69396
헤어두피,2024-04-15,68.73118
헤어두피,2024-04-22,64.81188
헤어두피,2024-04-29,64.59095
헤어두피,2024-05-06,72.47833
헤어두피,2024-05-13,76.35222
헤어두피,2024-05-20,73.45705
헤어두피,2024-05-27,73.13976
헤어두피,2024-06-03,72.19946
헤어두피,2024-06-10,74.38908
헤어두피,2024-06-17,70.21686
헤어두피,2024-06-24,78.16597
헤어두피,2024-07-01,90.34653
헤어두피,2024-07-08,83.71778
헤어두피,2024-07-15,84.18215
헤어두피,2024-07-22,81.23739
헤어두피,2024-07-29,77.91393
헤어두피,2024-08-05,78.906
헤어두피,2024-08-12,76.03831
헤어두피,2024-08-19,79.05403
헤어두피,2024-08-26,80.92877
헤어두피,2024-09-02,77.58828
헤어두피,2024-09-09,68.76976
헤어두피,2024-09-16,75.77679
헤어두피,2024-09-23,100.0
헤어두피,2024-09-30,99.45454
헤어두피,2024-10-07,79.45161
헤어두피,2024-10-14,83.56532
헤어두피,2024-10-21,68.58788
헤어두피,2024-10-28,71.10484
헤어두피,2024-11-04,70.61235
헤어두피,2024-11-11,73.49748
헤어두피,2024-11-18,85.69724
헤어두피,2024-11-25,74.74262
헤어두피,2024-12-02,66.26051
헤어두피,2024-12-09,62.60128
헤어두피,2024-12-16,60.40715
헤어두피,2024-12-23,58.92348
헤어두피,2024-12-30,61.9061
헤어두피,2025-01-06,67.61849
헤어두피,2025-01-13,64.53573
헤어두피,2025-01-20,59.6791
헤어두피,2025-01-27,62.42174
헤어두피,2025-02-03,71.94863
헤어두피,2025-02-10,65.00982
헤어두피,2025-02-17,64.0127
헤어두피,2025-02-24,59.7618
헤어두피,2025-03-03,61.57924
헤어두피,2025-03-10,59.51218
헤어두피,2025-03-17,55.92431
헤어두피,2025-03-24,51.3386
헤어두피,2025-03-31,58.68543
헤어두피,2025-04-07,61.40195
헤어두피,2025-04-14,62.64307
헤어두피,2025-04-21,54.86338
헤어두피,2025-04-28,51.83745
헤어두피,2025-05-05,59.20565
헤어두피,2025-05-12,56.60648
헤어두피,2025-05-19,50.53693
헤어두피,2025-05-26,46.16002
헤어두피,2025-06-02,47.26371
헤어두피,2025-06-09,46.66859
헤어두피,2025-06-16,46.90575
헤어두피,2025-06-23,47.90722
헤어두피,2025-06-30,48.26919
헤어두피,2025-07-07,45.8498
헤어두피,2025-07-14,48.65986
헤어두피,2025-07-21,46.80119
헤어두피,2025-07-28,42.06085
헤어두피,2025-08-04,35.43243
헤어두피,2025-08-11,34.19219
헤어두피,2025-08-18,34.83594
헤어두피,2025-08-25,33.29199
헤어두피,2025-09-01,33.79445
헤어두피,2025-09-08,30.36315
헤어두피,2025-09-15,29.88648
헤어두피,2025-09-22,27.99133
헤어두피,2025-09-29,24.63782
헤어두피,2025-10-06,28.38859
헤어두피,2025-10-13,27.88396
헤어두피,2025-10-20,25.13787
헤어두피,2025-10-27,25.37142
헤어두피,2025-11-03,24.76624
헤어두피,2025-11-10,24.25816
헤어두피,2025-11-17,23.74035
헤어두피,2025-11-24,23.64568
헤어두피,2025-12-01,25.55626
헤어두피,2025-12-08,25.27755
헤어두피,2025-12-15,25.61935
헤어두피,2025-12-22,25.75156
헤어두피,2025-12-29,27.94375
헤어두피,2026-01-05,30.08001
헤어두피,2026-01-12,29.94065
헤어두피,2026-01-19,27.83115
헤어두피,2026-01-26,29.3661
헤어두피,2026-02-02,29.04069
헤어두피,2026-02-09,26.11771
헤어두피,2026-02-16,27.62469
헤어두피,2026-02-23,26.74129
헤어두피,2026-03-02,26.71042
헤어두피,2026-03-09,26.44585
헤어두피,2026-03-16,25.93656
헤어두피,2026-03-23,27.87391
헤어두피,2026-03-30,27.47818
헤어두피,2026-04-06,27.49522
헤어두피,2026-04-13,26.81362
헤어두피,2026-04-20,30.19598
헤어두피,2026-04-27,25.54445
헤어두피,2026-05-04,26.48853
헤어두피,2026-05-11,26.17405
헤어두피,2026-05-18,25.31451
헤어두피,2026-05-25,25.84285
헤어두피,2026-06-01,25.58744
헤어두피,2026-06-08,24.91533
헤어두피,2026-06-15,25.01024
헤어두피,2026-06-22,25.07293
헤어두피,2026-06-29,28.07716
건강식품,2023-07-03,58.38305
건강식품,2023-07-10,60.81754
건강식품,2023-07-17,56.96052
건강식품,2023-07-24,57.09683
건강식품,2023-07-31,56.35293
건강식품,2023-08-07,58.36954
건강식품,2023-08-14,60.36166
건강식품,2023-08-21,68.04269
건강식품,2023-08-28,69.23971
건강식품,2023-09-04,74.12136
건강식품,2023-09-11,84.16928
건강식품,2023-09-18,81.95097
건강식품,2023-09-25,59.85232
건강식품,2023-10-02,67.68164
건강식품,2023-10-09,58.52612
건강식품,2023-10-16,52.62077
건강식품,2023-10-23,52.46895
건강식품,2023-10-30,53.43856
건강식품,2023-11-06,53.82105
건강식품,2023-11-13,52.70187
건강식품,2023-11-20,57.38554
건강식품,2023-11-27,59.56048
건강식품,2023-12-04,57.47522
건강식품,2023-12-11,51.66068
건강식품,2023-12-18,44.71893
건강식품,2023-12-25,48.64913
건강식품,2024-01-01,55.21354
건강식품,2024-01-08,61.67267
건강식품,2024-01-15,62.43649
건강식품,2024-01-22,62.82462
건강식품,2024-01-29,65.47274
건강식품,2024-02-05,61.48393
건강식품,2024-02-12,71.44309
건강식품,2024-02-19,69.6468
건강식품,2024-02-26,68.36012
건강식품,2024-03-04,67.45598
건강식품,2024-03-11,73.7867
건강식품,2024-03-18,72.82708
건강식품,2024-03-25,73.71447
건강식품,2024-04-01,72.68082
건강식품,2024-04-08,71.15784
건강식품,2024-04-15,74.51038
건강식품,2024-04-22,82.97309
건강식품,2024-04-29,100.0
건강식품,2024-05-06,78.59619
건강식품,2024-05-13,65.84467
건강식품,2024-05-20,67.15649
건강식품,2024-05-27,65.52203
건강식품,2024-06-03,60.07335
건강식품,2024-06-10,60.1887
건강식품,2024-06-17,65.0414
건강식품,2024-06-24,71.45401
건강식품,2024-07-01,76.66264
건강식품,2024-07-08,68.64003
건강식품,2024-07-15,66.32431
건강식품,2024-07-22,64.36193
건강식품,2024-07-29,65.12095
건강식품,2024-08-05,73.36263
건강식품,2024-08-12,78.48746
건강식품,2024-08-19,89.56882
건강식품,2024-08-26,87.33497
건강식품,2024-09-02,97.56156
건강식품,2024-09-09,93.37103
건강식품,2024-09-16,85.75211
건강식품,2024-09-23,92.17495
건강식품,2024-09-30,93.94588
건강식품,2024-10-07,83.8339
건강식품,2024-10-14,79.82137
건강식품,2024-10-21,64.9371
건강식품,2024-10-28,66.86115
건강식품,2024-11-04,65.73801
건강식품,2024-11-11,73.1747
건강식품,2024-11-18,86.48865
건강식품,2024-11-25,79.32566
건강식품,2024-12-02,67.50718
건강식품,2024-12-09,65.81195
건강식품,2024-12-16,64.62838
건강식품,2024-12-23,59.00361
건강식품,2024-12-30,58.66022
건강식품,2025-01-06,68.9946
건강식품,2025-01-13,70.8152
건강식품,2025-01-20,65.62824
건강식품,2025-01-27,57.57776
건강식품,2025-02-03,58.36357
건강식품,2025-02-10,53.48986
건강식품,2025-02-17,58.2581
건강식품,2025-02-24,55.24098
건강식품,2025-03-03,56.85656
건강식품,2025-03-10,56.57054
건강식품,2025-03-17,54.34663
건강식품,2025-03-24,54.30833
건강식품,2025-03-31,56.37478
건강식품,2025-04-07,57.47998
건강식품,2025-04-14,54.39196
건강식품,2025-04-21,51.49361
건강식품,2025-04-28,48.24998
건강식품,2025-05-05,49.79003
건강식품,2025-05-12,47.96668
건강식품,2025-05-19,45.59449
건강식품,2025-05-26,42.34041
건강식품,2025-06-02,41.19414
건강식품,2025-06-09,41.7474
건강식품,2025-06-16,41.9531
건강식품,2025-06-23,41.6442
건강식품,2025-06-30,41.9949
건강식품,2025-07-07,41.24307
건강식품,2025-07-14,41.86166
건강식품,2025-07-21,39.93177
건강식품,2025-07-28,32.8471
건강식품,2025-08-04,26.5811
건강식품,2025-08-11,24.99954
건강식품,2025-08-18,26.29447
건강식품,2025-08-25,25.9246
건강식품,2025-09-01,27.12572
건강식품,2025-09-08,26.36698
건강식품,2025-09-15,28.07199
건강식품,2025-09-22,27.89295
건강식품,2025-09-29,23.96168
건강식품,2025-10-06,23.11402
건강식품,2025-10-13,22.46695
건강식품,2025-10-20,20.10799
건강식품,2025-10-27,19.05623
건강식품,2025-11-03,19.63858
건강식품,2025-11-10,19.39281
건강식품,2025-11-17,19.22746
건강식품,2025-11-24,18.83404
건강식품,2025-12-01,19.6172
건강식품,2025-12-08,20.39859
건강식품,2025-12-15,20.83949
건강식품,2025-12-22,20.20296
건강식품,2025-12-29,21.49946
건강식품,2026-01-05,24.08619
건강식품,2026-01-12,24.35499
건강식품,2026-01-19,24.67319
건강식품,2026-01-26,26.77629
건강식품,2026-02-02,27.92464
건강식품,2026-02-09,26.57612
건강식품,2026-02-16,24.16104
건강식품,2026-02-23,22.8979
건강식품,2026-03-02,22.48158
건강식품,2026-03-09,23.73797
건강식품,2026-03-16,22.54202
건강식품,2026-03-23,23.60896
건강식품,2026-03-30,24.37851
건강식품,2026-04-06,25.69143
건강식품,2026-04-13,25.00858
건강식품,2026-04-20,29.15894
건강식품,2026-04-27,25.64984
건강식품,2026-05-04,26.45152
건강식품,2026-05-11,24.87229
건강식품,2026-05-18,23.97761
건강식품,2026-05-25,23.33749
건강식품,2026-06-01,23.95018
건강식품,2026-06-08,24.41035
건강식품,2026-06-15,24.13906
건강식품,2026-06-22,23.20735
건강식품,2026-06-29,25.26936
